fire_lag,climate_lag,fit_intercept,model_file,train_rmse,train_mae,train_mean_residual,train_std_residual,train_r2,train_exact_match_percentage,val_rmse,val_mae,val_mean_residual,val_std_residual,val_r2,val_exact_match_percentage
15,3,False,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_8/trial_011.pkl,0.6560582071234385,0.2925257731958763,0.03994845360824742,0.6548408143879932,0.22899021081369308,0.7577319587628866,0.6333236937766509,0.3076923076923077,0.03296703296703297,0.6324650787484252,0.2054302972310269,0.7252747252747253
7,7,True,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_8/trial_012.pkl,0.6550753478342825,0.2847938144329897,0.041237113402061855,0.6537761175038989,0.23129862335616702,0.7654639175257731,0.6223846377945373,0.30494505494505497,0.03021978021978022,0.6216505467271025,0.2326415884217452,0.7225274725274725
18,6,True,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_8/trial_013.pkl,0.6491469422074786,0.2860824742268041,0.04381443298969072,0.6476666179749513,0.24514909861101086,0.7628865979381443,0.6354889093022426,0.3159340659340659,0.019230769230769232,0.635197867881298,0.1999880389928832,0.7142857142857143
28,5,False,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_8/trial_014.pkl,0.6491469422074786,0.28737113402061853,0.037371134020618556,0.6480703286830316,0.24514909861101086,0.7609536082474226,0.628970902033151,0.3076923076923077,0.027472527472527472,0.6283706357227927,0.2163148137073142,0.7225274725274725
28,3,False,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_8/trial_015.pkl,0.6575297413993851,0.2957474226804124,0.03672680412371134,0.6565032388980276,0.22552759199998218,0.7538659793814433,0.6201736729460423,0.2967032967032967,0.027472527472527472,0.6195648834865124,0.2380838466598888,0.7335164835164835
23,5,False,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_8/trial_016.pkl,0.6496430423503563,0.28801546391752575,0.03672680412371134,0.6486040582150912,0.2439948923397739,0.7603092783505154,0.6267831705280087,0.30494505494505497,0.03021978021978022,0.6260542370598661,0.2217570719454579,0.7252747252747253
17,6,False,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_8/trial_017.pkl,0.6511290748883423,0.28865979381443296,0.041237113402061855,0.6498219545715688,0.240532273526063,0.7603092783505154,0.6376467725891872,0.31868131868131866,0.01098901098901099,0.6375520749169358,0.1945457807547396,0.7115384615384616
24,4,True,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_8/trial_018.pkl,0.6526117236578501,0.28930412371134023,0.035438144329896906,0.6516488316433349,0.23706965471235197,0.7603092783505154,0.628970902033151,0.3021978021978022,0.038461538461538464,0.6277938400968643,0.2163148137073142,0.7307692307692307
20,6,True,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_8/trial_019.pkl,0.6481536027698258,0.2847938144329897,0.04381443298969072,0.6466710046424666,0.2474575111534849,0.7641752577319587,0.6311510503450409,0.31043956043956045,0.013736263736263736,0.6310015557906463,0.2108725554691706,0.7197802197802198
26,7,False,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_8/trial_020.pkl,0.6411571369226144,0.27963917525773196,0.03994845360824742,0.6399113964300946,0.2636163989508027,0.7680412371134021,0.6245877761451069,0.3021978021978022,0.01098901098901099,0.6244910982130758,0.2271993301836015,0.728021978021978
