fire_lag,climate_lag,fit_intercept,model_file,train_rmse,train_mae,train_mean_residual,train_std_residual,train_r2,train_exact_match_percentage,val_rmse,val_mae,val_mean_residual,val_std_residual,val_r2,val_exact_match_percentage
15,6,True,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_5/trial_001.pkl,0.5663627575705692,0.23130990415335465,0.0523961661341853,0.5639338746141945,0.26900867739912493,0.8044728434504792,0.7071067811865476,0.34065934065934067,0.06593406593406594,0.7040260641122617,0.20842145511464782,0.7060439560439561
9,6,True,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_5/trial_002.pkl,0.5618317827220861,0.22619808306709266,0.054952076677316296,0.5591379269424742,0.2806579415043181,0.8095846645367412,0.7148349536704336,0.34615384615384615,0.07142857142857142,0.711257316428228,0.1910241244578269,0.7032967032967034
8,7,True,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_5/trial_003.pkl,0.5641018193728933,0.23003194888178913,0.0536741214057508,0.5615424750730162,0.2748333094517216,0.805111821086262,0.7148349536704336,0.34615384615384615,0.07142857142857142,0.711257316428228,0.1910241244578269,0.7032967032967034
9,4,True,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_5/trial_004.pkl,0.569176300755621,0.23322683706070288,0.05047923322683706,0.5669334249757053,0.26172788733337915,0.8031948881789137,0.7186678763403277,0.35714285714285715,0.06593406593406594,0.7156369298973598,0.18232545912941645,0.6895604395604396
20,6,False,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_5/trial_005.pkl,0.5564309342725157,0.23012820512820512,0.04551282051282051,0.5545664683194904,0.29633655710331375,0.8025641025641026,0.712910764571386,0.3434065934065934,0.07417582417582418,0.7090413988968455,0.19537345712203213,0.7060439560439561
13,6,True,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_5/trial_006.pkl,0.5667043728028276,0.23141025641025642,0.0532051282051282,0.564201258848757,0.2701130747593379,0.8044871794871795,0.7090467211314447,0.3434065934065934,0.06868131868131869,0.7057124975593445,0.2040721224504426,0.7032967032967034
12,6,True,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_5/trial_007.pkl,0.5667043728028276,0.23141025641025642,0.0532051282051282,0.564201258848757,0.2701130747593379,0.8044871794871795,0.705161504375237,0.33791208791208793,0.07417582417582418,0.7012493810054913,0.21277078777885305,0.7087912087912088
19,5,False,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_5/trial_008.pkl,0.558156305651438,0.23205128205128206,0.046153846153846156,0.5562448058397208,0.2919659767126511,0.8006410256410257,0.7243792340516635,0.3543956043956044,0.06318681318681318,0.7216181132458979,0.16927746113680076,0.6978021978021978
16,6,False,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_5/trial_009.pkl,0.5695252183696297,0.23461538461538461,0.052564102564102565,0.5670943391364481,0.26282877410823346,0.8012820512820513,0.712910764571386,0.3489010989010989,0.06868131868131869,0.7095946974900202,0.19537345712203213,0.6978021978021978
11,4,False,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_5/trial_010.pkl,0.5740097381466446,0.2358974358974359,0.05128205128205128,0.5717143786048104,0.2511738930664664,0.8012820512820513,0.712910764571386,0.3543956043956044,0.057692307692307696,0.7105725549688043,0.19537345712203213,0.6895604395604396
13,3,True,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_5/trial_011.pkl,0.5683985600588051,0.23461538461538461,0.05,0.5661951280935955,0.26574249436867525,0.8012820512820513,0.7243792340516635,0.36538461538461536,0.057692307692307696,0.7220781622223531,0.16927746113680076,0.6813186813186813
30,5,True,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_5/trial_012.pkl,0.5582229870094982,0.23161290322580644,0.045806451612903226,0.556340428349802,0.2956507504026734,0.8006451612903226,0.722480464772593,0.34615384615384615,0.07692307692307693,0.7183737621981391,0.17362679380100599,0.7060439560439561
8,7,False,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_5/trial_013.pkl,0.5668247723773593,0.23225806451612904,0.05419354838709677,0.5642281293004281,0.2737765501046199,0.8032258064516129,0.712910764571386,0.3434065934065934,0.07417582417582418,0.7090413988968455,0.19537345712203213,0.7060439560439561
23,7,True,/nfshome/samuel/ThesisProject/Model_Training_Evaluation_Selection/Linear_Regression/Single_Zone_Tuning/models/zone_5/trial_014.pkl,0.5593775342346631,0.23419354838709677,0.045806451612903226,0.5574988742563399,0.292734190362933,0.7987096774193548,0.722480464772593,0.3516483516483517,0.07692307692307693,0.7183737621981391,0.17362679380100599,0.7005494505494505
