batch_size,learning_rate,optimizer,lag_days,sequence_length,d_model,num_heads,ff_dim,num_layers,dropout_rate,month_embed_dim,dow_embed_dim,train_rmse,train_mae,train_mean_residual,train_std_residual,train_r2,train_exact_match_percentage,val_rmse,val_mae,val_mean_residual,val_std_residual,val_r2,val_exact_match_percentage,model_file
16,0.00015908644410368117,adam,1,30,64,4,128,2,0.2455332635225877,4,4,0.881266182220283,0.4176888315041963,0.010974822466107165,0.8811978422561817,0.39156128476133556,0.684312459651388,1.0396337448127073,0.5658682634730539,0.04491017964071856,1.0386632751368137,0.2949424897522409,0.6227544910179641,models/zone_7_transformer/trial_001.h5
16,0.0002859844892977185,adam,3,12,64,4,128,2,0.22318555474114105,8,2,0.9201333421913047,0.42236421725239615,0.040255591054313096,0.9192523346725906,0.33118493274838523,0.6843450479233227,1.0539428136979039,0.5596590909090909,0.06534090909090909,1.05191540541273,0.2538006115677386,0.6278409090909091,models/zone_7_transformer/trial_002.h5
16,0.00021546958104037053,adam,2,17,64,4,64,2,0.26707014282244185,8,4,0.9351146784664478,0.45932094811018576,-0.012171684817424727,0.9350354602752312,0.3106462070036493,0.6508648302370276,1.0642202974471775,0.590778097982709,0.020172910662824207,1.064029085680438,0.2470848700337891,0.6051873198847262,models/zone_7_transformer/trial_003.h5
16,0.00023442201634339655,rmsprop,1,14,128,2,64,2,0.2693436541716445,8,4,0.9211744136261542,0.4268370607028754,0.054952076677316296,0.9195338871343129,0.3296706344829099,0.6792332268370607,1.0488088481701516,0.5514285714285714,0.13428571428571429,1.0401765941121612,0.26412765678586236,0.6342857142857142,models/zone_7_transformer/trial_004.h5
32,0.0002683970428273096,adam,2,7,128,2,64,2,0.296382908941494,8,4,0.9490522593414819,0.46021642266072565,0.026098026734563972,0.9486933561281713,0.2862745513540449,0.6505410566518142,1.059834562429386,0.6022408963585434,0.008403361344537815,1.0598012470449356,0.2375695021409855,0.5770308123249299,models/zone_7_transformer/trial_005.h5
16,0.000256148039485993,rmsprop,3,23,64,2,128,2,0.254204337911763,4,4,0.9379047817691195,0.47425997425997424,-0.04182754182754183,0.9369716305257298,0.30904533727461136,0.6344916344916345,1.080349677289692,0.6099706744868035,0.011730205278592375,1.0802859933851143,0.22704802259887003,0.5835777126099707,models/zone_7_transformer/trial_006.h5
16,0.0002551263299761547,adam,1,30,128,4,64,1,0.2784849309970585,4,2,0.8929101708867916,0.40735958683021306,0.05874757908327954,0.8909754739749761,0.37537671378241855,0.7004519044544868,1.0251332613825455,0.5299401197604791,0.09880239520958084,1.0203608627802538,0.31447316870647246,0.655688622754491,models/zone_7_transformer/trial_007.h5
32,0.000290479469087745,adam,1,20,64,4,64,1,0.22496772419381397,8,2,0.937768563200433,0.43296985246953174,0.07376523412443874,0.9348628607242729,0.3074474248342972,0.6773572803078897,1.0702097164618263,0.5697674418604651,0.1511627906976744,1.0594803669336177,0.24420057102069936,0.622093023255814,models/zone_7_transformer/trial_008.h5
32,0.00011510325466636979,adam,2,23,128,4,128,2,0.23272892801609302,4,2,0.9437559224489965,0.47652733118971063,0.0006430868167202572,0.943755703345364,0.30003308606537127,0.6302250803858521,1.0203213799950843,0.5542521994134897,0.06744868035190615,1.0180895805349646,0.3105579096045197,0.6070381231671554,models/zone_7_transformer/trial_009.h5
32,0.00020946210708906298,adam,3,22,128,2,64,1,0.26261795221558937,8,2,0.965980833692415,0.48938906752411576,-0.022508038585209004,0.9657185714586523,0.2666772620078366,0.62508038585209,1.0868700702970904,0.6140350877192983,-0.011695906432748537,1.0868071381253983,0.2160102589127143,0.5847953216374269,models/zone_7_transformer/trial_010.h5
32,0.00013179549258116388,rmsprop,1,27,128,4,64,2,0.26645088114127535,4,2,0.9497693697262,0.4420103092783505,0.09149484536082474,0.945352076711371,0.29218645909174557,0.6765463917525774,1.0449823589725322,0.5578635014836796,0.13649851632047477,1.0360290949611923,0.28302846703512696,0.6201780415430267,models/zone_7_transformer/trial_011.h5
32,0.00010185738952169204,rmsprop,1,20,64,4,64,1,0.23830699256757726,4,2,0.9346854801272694,0.45157152020525976,0.046183450930083386,0.9335438048752359,0.3119937218266322,0.6587556125721616,1.0399016053633197,0.563953488372093,0.09883720930232558,1.0351939696957944,0.2864025695931477,0.6133720930232558,models/zone_7_transformer/trial_012.h5
16,0.00011368232150451581,adam,3,27,64,4,128,1,0.26280800383409025,4,4,1.0006449533079378,0.5380645161290323,-0.06580645161290323,0.9984787596673069,0.2151450640696242,0.5767741935483871,1.071619313246199,0.6261127596439169,-0.002967359050445104,1.0716152048671765,0.24601091506139716,0.543026706231454,models/zone_7_transformer/trial_013.h5
32,0.00017030712807662593,rmsprop,2,11,64,4,64,1,0.255339663178473,8,2,0.929211123513523,0.45373324824505423,-0.010848755583918315,0.929147790485208,0.31721726595907074,0.6579451180599872,1.0618280244658627,0.5609065155807366,0.06232294617563739,1.0599974546766917,0.24101605549192895,0.6373937677053825,models/zone_7_transformer/trial_014.h5
32,0.00022923395492817328,adam,2,19,64,2,128,1,0.25282865009361843,4,4,0.9523610981772407,0.4900577293136626,-0.02052597819114817,0.9521398770877398,0.28572622809314097,0.6202694034637588,1.0794523571257546,0.6144927536231884,0.028985507246376812,1.0790631268253115,0.22945719206622572,0.5710144927536231,models/zone_7_transformer/trial_015.h5
32,0.0002908905967881773,adam,1,25,64,2,128,1,0.20398268619371898,4,4,0.8932753203468671,0.41827541827541825,0.028314028314028315,0.892826474597069,0.37323790652561684,0.6879021879021879,1.046133490638737,0.5457227138643068,0.10324483775811209,1.0410263126896886,0.27834264795327024,0.6430678466076696,models/zone_7_transformer/trial_016.h5
16,0.00015549354714691202,rmsprop,1,23,64,2,128,2,0.25864371630124317,4,4,0.8970101723823016,0.41259640102827766,0.03984575835475578,0.8961247485135432,0.36732766515760695,0.6966580976863753,1.033174080371699,0.5395894428152492,0.06451612903225806,1.0311577713650804,0.29307909604519766,0.6480938416422287,models/zone_7_transformer/trial_017.h5
16,0.0001238886013815775,adam,3,7,64,4,128,2,0.2166962954192381,4,4,0.9547067445833125,0.48853503184713376,-0.0910828025477707,0.9503519828110583,0.2781170836658917,0.6312101910828025,1.0846522890932808,0.6218487394957983,-0.022408963585434174,1.0844207793040122,0.2014443663322042,0.5686274509803921,models/zone_7_transformer/trial_018.h5
32,0.00011108782216848432,adam,2,12,128,2,64,1,0.27407799624564116,4,2,0.997762503189708,0.5191570881226054,-0.015964240102171137,0.997634780773682,0.21316525310654488,0.5964240102171137,1.103970108290981,0.5994318181818182,0.09375,1.0999822441748777,0.18127995489145743,0.59375,models/zone_7_transformer/trial_019.h5
16,0.0002105729576991729,rmsprop,1,17,64,4,128,2,0.28259969955525327,8,2,0.9392562508376061,0.4263764404609475,0.0998719590268886,0.9339314196115514,0.3041720209029384,0.6882202304737516,1.0450928284955892,0.5561959654178674,0.15273775216138327,1.033871461661264,0.2739062741547228,0.6167146974063401,models/zone_7_transformer/trial_020.h5
32,0.0001015938347114911,adam,2,25,128,2,128,2,0.2591690934984816,8,2,1.0477953428458133,0.5672891178364456,-0.044430135222150675,1.0468529235635333,0.13809620222179397,0.562137797810689,1.0712108220927996,0.640117994100295,0.014749262536873156,1.0711092776292017,0.24332962278658254,0.5162241887905604,models/zone_7_transformer/trial_021.h5
32,0.00026980119755578435,rmsprop,1,13,64,4,128,1,0.29725592359673925,4,4,0.9360114832667129,0.4789272030651341,-0.0561941251596424,0.934323133131517,0.3075450463516226,0.6245210727969349,1.0473137528296363,0.5897435897435898,0.03133903133903134,1.0468447649870674,0.26469147894221323,0.5868945868945868,models/zone_7_transformer/trial_022.h5
16,0.00021615412547525316,adam,3,19,64,2,128,1,0.22367717347418967,8,4,0.929822543009734,0.413992297817715,0.08664955070603338,0.9257763319784813,0.3194878419866841,0.699614890885751,1.052257752079591,0.5507246376811594,0.0927536231884058,1.0481617919944504,0.26779265514750805,0.6405797101449275,models/zone_7_transformer/trial_023.h5
16,0.0001272223692833438,adam,1,10,64,4,128,2,0.24065125519092137,8,2,0.9042777736435151,0.4429572976418101,-0.021032504780114723,0.9040331441094108,0.3526990447856796,0.6609305289993627,1.038795478040668,0.5536723163841808,0.05649717514124294,1.0372579787106002,0.2720754473225244,0.6299435028248588,models/zone_7_transformer/trial_024.h5
16,0.00011824258075826972,adam,2,19,64,4,128,1,0.20310820933587598,8,4,0.9425444252583705,0.4650416933932008,0.02245028864656831,0.942277017721072,0.3003754072906649,0.6465683130211675,1.107288109085318,0.6,0.10144927536231885,1.102630945080991,0.18920495583087937,0.5942028985507246,models/zone_7_transformer/trial_025.h5
16,0.00026607446637892716,adam,1,13,128,4,64,2,0.291742858151158,4,2,0.9475383176136492,0.46998722860791825,-0.007662835249042145,0.9475073320571461,0.29038508394342666,0.640485312899106,1.0197480276450845,0.5612535612535613,0.05413105413105413,1.0183103008733148,0.30288932419196846,0.603988603988604,models/zone_7_transformer/trial_026.h5
32,0.00026433708030645676,rmsprop,2,7,128,4,64,2,0.22147161059700268,4,4,0.9152502414398811,0.4468491406747295,-0.011457670273711012,0.9151785215178837,0.33621011277874424,0.66008911521324,1.0344215829169854,0.5434173669467787,0.05042016806722689,1.0331920527455456,0.2736946379497667,0.6330532212885154,models/zone_7_transformer/trial_027.h5
16,0.00018384696423926622,adam,3,24,64,4,128,2,0.2544517806034052,8,4,0.9552107409164419,0.48358016741790083,-0.04056664520283323,0.9543489439712945,0.28368464430984286,0.6258853831294269,1.0599667031396345,0.6058823529411764,0.0,1.0599667031396345,0.25753582841234546,0.5705882352941176,models/zone_7_transformer/trial_028.h5
32,0.0002533684336900546,adam,1,10,64,2,128,1,0.2764049723717511,4,4,0.9039252973979498,0.42447418738049714,0.022944550669216062,0.903634046985039,0.35320356618491133,0.681325685149777,1.0223491282888613,0.5423728813559322,0.096045197740113,1.0178276180690211,0.29494218719720944,0.6299435028248588,models/zone_7_transformer/trial_029.h5
16,0.0002406905765839827,rmsprop,3,25,64,2,128,2,0.21755567676606508,4,2,0.9274591162801378,0.4014175257731959,0.14755154639175258,0.9156467405765918,0.32504923063391455,0.7164948453608248,1.055956555823965,0.5309734513274337,0.2182890855457227,1.0331476772074857,0.2647264714995583,0.6578171091445427,models/zone_7_transformer/trial_030.h5
32,0.00011191119256900682,adam,3,29,64,2,128,1,0.23735907800833733,8,2,0.9317816558956105,0.42377260981912146,0.05167958656330749,0.9303473945769997,0.3201641007543342,0.6925064599483204,1.111674815547419,0.6029850746268657,0.0955223880597015,1.1075632572913205,0.19209394987941697,0.608955223880597,models/zone_7_transformer/trial_031.h5
16,0.00024143658424726557,rmsprop,1,28,64,4,128,2,0.21273483647235356,4,4,0.911634095837659,0.4377820760799484,0.009671179883945842,0.9115827954571095,0.34822584746591567,0.6731141199226306,1.0350983390135313,0.5595238095238095,0.07738095238095238,1.0322018986793176,0.2980460657269368,0.6130952380952381,models/zone_7_transformer/trial_032.h5
32,0.00029647593098807134,adam,3,9,128,4,64,2,0.22096842844004994,4,4,0.9718617731562699,0.4292091836734694,0.14987244897959184,0.9602361975885457,0.25271341777365885,0.6983418367346939,1.091581099036919,0.5380281690140845,0.2619718309859155,1.0596792229465173,0.1945493359651569,0.6563380281690141,models/zone_7_transformer/trial_033.h5
32,0.00025774599889524384,adam,1,21,64,2,128,1,0.23187169079566575,4,2,0.9218500124439308,0.4544287548138639,-0.01540436456996149,0.9217212978959916,0.3311075744546176,0.6559691912708601,1.023057784448513,0.5626822157434402,0.04956268221574344,1.0218565314427857,0.30387811634349005,0.6034985422740525,models/zone_7_transformer/trial_034.h5
32,0.00024090092931835827,rmsprop,3,12,128,2,64,1,0.23310945794399862,4,4,0.9592329203729179,0.43450479233226835,0.08945686900958466,0.9550524928579364,0.27313683257182997,0.6817891373801916,1.0593201078564924,0.5482954545454546,0.15625,1.0477332811403344,0.24616685823339324,0.6306818181818182,models/zone_7_transformer/trial_035.h5
16,0.00017858044292296438,rmsprop,1,8,128,2,128,1,0.2294549448966215,8,2,0.9627035980486077,0.5283259070655634,-0.109484404837683,0.9564577266105772,0.26559416732967445,0.5811584977721197,1.04800506045609,0.6376404494382022,-0.03651685393258427,1.0473686677194614,0.25603420630678775,0.5224719101123596,models/zone_7_transformer/trial_036.h5
32,0.0001941888905899179,rmsprop,1,27,128,2,128,2,0.2369401664931945,8,2,0.9357586921300316,0.46713917525773196,-0.025128865979381444,0.9354212259680114,0.31291528421834447,0.6436855670103093,1.0435615801251754,0.5964391691394659,0.03857566765578635,1.0428483539701559,0.2849767592442707,0.5727002967359051,models/zone_7_transformer/trial_037.h5
16,0.00021072038123158175,rmsprop,3,20,128,2,128,2,0.20789550497740833,4,2,0.9141013324494557,0.4296724470134875,-0.00449582530507386,0.9140902764720213,0.34264697864960847,0.6840077071290944,1.064763321228036,0.5755813953488372,0.03488372093023256,1.064191738478842,0.2518736616702354,0.627906976744186,models/zone_7_transformer/trial_038.h5
32,0.0001639498977524109,adam,1,19,128,4,128,2,0.2917161910783248,4,4,0.9336995618478525,0.4756410256410256,-0.03717948717948718,0.9329590331455836,0.31308772506931926,0.6346153846153846,1.0411810462232267,0.591304347826087,0.0463768115942029,1.0401476637289768,0.283126840380021,0.5768115942028985,models/zone_7_transformer/trial_039.h5
32,0.00015282732603407422,rmsprop,3,26,128,2,64,2,0.24029739584315768,8,2,0.9398409950981355,0.46421663442940037,-0.039974210186976146,0.938990499732016,0.30726874400954574,0.6544165054803353,1.0796668344321692,0.6094674556213018,0.0,1.0796668344321692,0.2329906407487402,0.5946745562130178,models/zone_7_transformer/trial_040.h5
32,0.00027164695664671487,adam,1,11,128,4,128,2,0.2728799413269555,4,2,0.9519716382329886,0.47512755102040816,-0.01594387755102041,0.9518381126896727,0.28298836371125535,0.6441326530612245,1.018247119056775,0.56657223796034,0.0339943342776204,1.017679507853255,0.3020398902262462,0.5977337110481586,models/zone_7_transformer/trial_041.h5
32,0.00012712996420341196,adam,1,13,64,2,64,1,0.24564486671280805,8,2,0.9668846365431306,0.4878671775223499,-0.02937420178799489,0.9664383356699278,0.26111220689415127,0.6366538952745849,1.0363754503432017,0.584045584045584,0.03133903133903134,1.0359015103709452,0.27997061704211534,0.5925925925925926,models/zone_7_transformer/trial_042.h5
32,0.0001977573478133136,rmsprop,1,22,128,4,64,2,0.2748961134484933,4,4,0.9133984478146079,0.4489402697495183,-0.04303147077713552,0.9123842485449271,0.34365751365552755,0.6608863198458574,1.0540925533894598,0.5847953216374269,0.0,1.0540925533894598,0.26258390689809763,0.6023391812865497,models/zone_7_transformer/trial_043.h5
16,0.00019481944130586896,adam,3,12,64,2,128,2,0.2712740488104704,8,4,0.9291172078605002,0.4428115015974441,-0.0006389776357827476,0.9291169881398537,0.3180610144475988,0.665814696485623,1.0458250331675945,0.5653409090909091,0.05397727272727273,1.0444311628963039,0.2652512415692566,0.6164772727272727,models/zone_7_transformer/trial_044.h5
32,0.00021229142345092014,rmsprop,2,28,64,4,64,2,0.2988360965821767,8,4,0.9196773627815916,0.4470967741935484,-0.005806451612903226,0.9196590328662957,0.3370200895588127,0.6625806451612903,1.0718253233664168,0.5833333333333334,0.023809523809523808,1.0715608383967228,0.24734939269610445,0.6190476190476191,models/zone_7_transformer/trial_045.h5
32,0.00023615115007747636,adam,3,22,128,4,128,2,0.23882749210054582,4,2,0.9916046302661526,0.5241157556270096,-0.05852090032154341,0.9898762786282077,0.22725674266711382,0.5858520900321543,1.0814761408717501,0.6257309941520468,0.0,1.0814761408717501,0.22377253357694482,0.5526315789473685,models/zone_7_transformer/trial_046.h5
16,0.0001587568105721519,rmsprop,1,30,128,2,128,1,0.22222535115129008,4,4,0.9090322183061815,0.4273724983860555,0.030987734021949646,0.9085038988682669,0.3526171608433164,0.683666881859264,0.9985018718179511,0.5239520958083832,0.05688622754491018,0.9968801056996076,0.34962839082408936,0.6437125748502994,models/zone_7_transformer/trial_047.h5
16,0.00027327867393850793,adam,2,13,64,4,128,2,0.20540619706425753,4,2,0.9249816507980572,0.4351437699680511,0.030031948881789138,0.9244939893582114,0.32411820750950027,0.673482428115016,1.0363754503432017,0.5384615384615384,0.1111111111111111,1.0304020550550783,0.27997061704211534,0.6410256410256411,models/zone_7_transformer/trial_048.h5
16,0.00010094270028479877,rmsprop,1,12,64,4,64,1,0.2614479738725062,8,4,0.8906376826815606,0.4077855775366943,0.041480536056158264,0.8896712015912812,0.3727280573445121,0.6975111678366305,1.0498917693137362,0.5511363636363636,0.07954545454545454,1.046874036326188,0.2595259265684976,0.6392045454545454,models/zone_7_transformer/trial_049.h5
16,0.0001035832251261892,adam,3,30,64,2,128,2,0.21289308004283028,8,4,0.9261691365803416,0.4531351001939237,0.01616031027795734,0.9260281388411993,0.3286802312652879,0.6574014221073045,1.046808666009951,0.5808383233532934,0.05389221556886228,1.045420495463243,0.28517715027512514,0.5958083832335329,models/zone_7_transformer/trial_050.h5
16,0.00013297670177829914,rmsprop,1,14,64,2,64,1,0.25896928347992415,4,2,0.9407358957534816,0.4070287539936102,0.1488817891373802,0.9288800990560397,0.3008989674388781,0.7130990415335463,1.0419761445034554,0.5371428571428571,0.15428571428571428,1.0304902736472736,0.273684440463968,0.6485714285714286,models/zone_7_transformer/trial_051.h5
16,0.0002187848135749701,adam,3,10,64,2,64,2,0.24443142889458966,4,4,0.9582876666607093,0.47415443522654754,0.010848755583918315,0.9582262554200376,0.2738179199668166,0.6349712827058073,1.1123345430189697,0.6101694915254238,0.10734463276836158,1.1071428387561588,0.16536399457399387,0.5819209039548022,models/zone_7_transformer/trial_052.h5
16,0.00020231695729310245,adam,2,10,64,4,64,1,0.2777958916597023,4,4,0.9154289727125926,0.4094387755102041,0.09948979591836735,0.9100065849156007,0.3369786839666359,0.704719387755102,1.0616584403977565,0.5338983050847458,0.17231638418079095,1.0475808836603762,0.23968089916672053,0.6610169491525424,models/zone_7_transformer/trial_053.h5
16,0.00010054759981147855,adam,1,25,128,2,64,1,0.2723563616898479,4,4,0.9181426049290181,0.42084942084942084,0.07207207207207207,0.9153094883224369,0.33785617544238544,0.6924066924066924,1.0189936617054447,0.5250737463126843,0.1592920353982301,1.0064661594184672,0.31530084118477386,0.6519174041297935,models/zone_7_transformer/trial_054.h5
32,0.00017204293281077756,rmsprop,2,30,64,2,64,1,0.2851998725074488,4,4,0.9452041328269668,0.4903100775193798,-0.06782945736434108,0.9427672127449264,0.30043671974943764,0.6175710594315246,1.0805853370551919,0.6227544910179641,-0.011976047904191617,1.0805189701876035,0.2383035207849694,0.5718562874251497,models/zone_7_transformer/trial_055.h5
16,0.00018015550285615058,rmsprop,2,19,128,4,64,1,0.213251157623656,4,2,0.955051389124767,0.4656831302116741,0.021808851828094934,0.9548023511968784,0.28168507521106534,0.6452854393842207,1.052257752079591,0.5623188405797102,0.0927536231884058,1.0481617919944504,0.26779265514750805,0.6202898550724638,models/zone_7_transformer/trial_056.h5
32,0.00022227168385508092,adam,2,22,64,4,128,1,0.206333604649911,8,2,0.9182525037637417,0.42287917737789205,0.07583547557840617,0.9151156436823586,0.33700790470190123,0.6883033419023136,1.0216944989197148,0.5292397660818714,0.09064327485380116,1.0176656847150665,0.3072169862174233,0.6461988304093568,models/zone_7_transformer/trial_057.h5
32,0.00020381993580326907,adam,2,28,64,4,128,2,0.21486544522571044,4,2,0.9367066535680793,0.4593548387096774,0.023225806451612905,0.9364186653166316,0.3122405200610109,0.6535483870967742,1.070436048222094,0.5684523809523809,0.12202380952380952,1.0634582846744063,0.2492992647357518,0.6190476190476191,models/zone_7_transformer/trial_058.h5
32,0.00018065539869234457,adam,1,21,128,4,64,2,0.2447068119913798,4,4,0.9459053029269173,0.47881899871630296,-0.03080872913992298,0.9454034399736686,0.295743171291342,0.6335044929396663,1.028741482541107,0.5685131195335277,0.05539358600583091,1.0272490391965763,0.2961218836565095,0.597667638483965,models/zone_7_transformer/trial_059.h5
16,0.00023091919671218745,rmsprop,2,18,64,2,128,2,0.25601508451060684,8,4,0.8763268328361958,0.39871794871794874,0.05,0.8748992616002815,0.39491109899488563,0.7057692307692308,1.053483075134753,0.5433526011560693,0.09826589595375723,1.0488900816042552,0.2641437330039822,0.6589595375722543,models/zone_7_transformer/trial_060.h5
16,0.00019848442843623337,rmsprop,1,15,64,2,64,2,0.2215589504368946,4,4,0.9266583254759615,0.45076726342711,0.004475703324808184,0.9266475167255678,0.3220166760918348,0.6611253196930946,1.028254146725351,0.5644699140401146,0.06017191977077364,1.026492050787038,0.29416504066823057,0.6045845272206304,models/zone_7_transformer/trial_061.h5
16,0.0002106452657808487,rmsprop,3,22,64,2,64,1,0.2387405579220666,8,4,0.9447774878815207,0.43729903536977494,0.05144694533762058,0.943375701098531,0.2985169122445742,0.6752411575562701,1.0302443927398635,0.5350877192982456,0.1023391812865497,1.0251488676019345,0.29557357422107744,0.6432748538011696,models/zone_7_transformer/trial_062.h5
16,0.00012763600112906912,rmsprop,3,24,128,2,64,1,0.26241675892053884,8,4,1.023233011212514,0.634900193174501,-0.2524146812620734,0.9916111253502529,0.1780319207112241,0.48100450740502254,1.1466062455581434,0.7852941176470588,-0.24411764705882352,1.1203180158987915,0.13120030183329423,0.4117647058823529,models/zone_7_transformer/trial_063.h5
16,0.00025215500496661333,rmsprop,3,25,128,4,128,1,0.25227299862092023,4,4,0.9785061199625292,0.4110824742268041,0.22551546391752578,0.9521643777931345,0.24870648443595278,0.7248711340206185,1.0997452105026868,0.5427728613569321,0.2949852507374631,1.0594447743374615,0.20248109342544685,0.6607669616519174,models/zone_7_transformer/trial_064.h5
16,0.00026787636289303426,rmsprop,1,24,64,4,128,1,0.26161088337602867,4,4,0.8799298422778885,0.402572347266881,0.03858520900321544,0.8790834482444586,0.39150890658679205,0.7061093247588425,1.0289915108550531,0.5411764705882353,0.023529411764705882,1.0287224582917258,0.3002955451006397,0.6470588235294118,models/zone_7_transformer/trial_065.h5
32,0.00018331324749693565,rmsprop,3,8,64,4,64,2,0.28299834819551445,8,2,1.0375364261384048,0.5755258126195029,-0.06819630337794774,1.03529276041593,0.14786335669759376,0.5481198215423837,1.1054004307759024,0.6938202247191011,-0.05337078651685393,1.1041112586628772,0.17231427044361303,0.4747191011235955,models/zone_7_transformer/trial_066.h5
16,0.00021679721153678623,rmsprop,1,17,128,2,64,1,0.2928628238459155,4,4,0.8844944011753989,0.37772087067861715,0.12419974391805377,0.8757309914130693,0.3829449996686435,0.7291933418693982,1.0464706706608236,0.5302593659942363,0.1844380403458213,1.030089061113993,0.2719904595746562,0.6657060518731989,models/zone_7_transformer/trial_067.h5
16,0.0002572516478674715,adam,2,24,128,2,128,1,0.2883396738867117,8,4,0.8691776317127331,0.3886743886743887,0.05276705276705277,0.8675744311654388,0.406597824404092,0.7142857142857143,1.016047706151867,0.5147058823529411,0.07941176470588235,1.0129396392691759,0.31778815647312364,0.6676470588235294,models/zone_7_transformer/trial_068.h5
16,0.00023378769359887734,rmsprop,1,27,64,2,128,2,0.29159324302986755,4,4,0.9077984017084023,0.4207474226804124,0.057345360824742266,0.9059853463142824,0.3533617722702447,0.6907216494845361,1.0378590151420244,0.543026706231454,0.13353115727002968,1.0292330957318168,0.29276992808084534,0.6379821958456974,models/zone_7_transformer/trial_069.h5
32,0.0002027789400254867,adam,1,24,64,2,64,1,0.28649508557126313,8,2,0.9716230992238387,0.5491961414790997,-0.1517684887459807,0.9596967087414122,0.25808561035665345,0.5607717041800643,1.0737509843863187,0.6470588235294118,-0.07058823529411765,1.0714282418849386,0.23809959355402988,0.5323529411764706,models/zone_7_transformer/trial_070.h5
16,0.00010475058922056142,rmsprop,1,9,64,2,64,2,0.2558084205317811,4,4,0.9099590527639178,0.445859872611465,-0.01019108280254777,0.9099019834786152,0.3442014037495872,0.6573248407643312,1.033250034504145,0.571830985915493,0.036619718309859155,1.0326009054972416,0.27833143813426586,0.5971830985915493,models/zone_7_transformer/trial_071.h5
16,0.0002401764062766004,adam,2,23,64,4,128,1,0.2281517444292264,8,4,0.9572871637217155,0.47652733118971063,0.013504823151125401,0.9571919000796149,0.2798174351214109,0.6360128617363344,1.0416544476311684,0.5630498533724341,0.08211143695014662,1.0384130681919292,0.2814265536723164,0.6158357771260997,models/zone_7_transformer/trial_072.h5
32,0.0002920268530160869,adam,2,28,128,2,64,1,0.20417731404679257,8,2,0.9493631141879514,0.47677419354838707,-0.008387096774193548,0.9493260657900138,0.29352941656267073,0.6329032258064516,1.093813773650968,0.6130952380952381,0.047619047619047616,1.0927767373678972,0.21615144006174603,0.5892857142857143,models/zone_7_transformer/trial_073.h5
16,0.000132190871512879,adam,3,15,64,2,64,1,0.2851387722425474,8,2,0.951446099312813,0.4558258642765685,0.008962868117797696,0.9514038821093124,0.2859936411877757,0.6600512163892446,1.0652091283433582,0.5787965616045845,0.07449856733524356,1.0626007954876626,0.2425185802293206,0.6131805157593123,models/zone_7_transformer/trial_074.h5
16,0.00012000901145508458,adam,1,17,128,4,128,2,0.2693458129347637,4,4,0.8931378742859329,0.41613316261203587,0.04737516005121639,0.8918805170504155,0.370826079858535,0.6875800256081946,1.05469992454524,0.5590778097982709,0.10951008645533142,1.0489992715918732,0.260495572094256,0.6340057636887608,models/zone_7_transformer/trial_075.h5
32,0.00019256967521512206,rmsprop,2,22,64,2,64,2,0.2858713655370799,4,2,1.0076825713112347,0.5424164524421594,-0.06426735218508997,1.0056310814446514,0.20157964133308226,0.577120822622108,1.0828271421990867,0.6637426900584795,-0.049707602339181284,1.0816856170591946,0.2218319649108872,0.5116959064327485,models/zone_7_transformer/trial_076.h5
16,0.00021031879970523164,rmsprop,3,11,128,4,64,2,0.21338812594465997,4,4,0.9301945030678668,0.4157088122605364,0.06194125159642401,0.9281298911727518,0.3161250275557206,0.7017879948914432,1.0631611424101608,0.546742209631728,0.11614730878186968,1.056797718295042,0.23910906065648152,0.6515580736543909,models/zone_7_transformer/trial_077.h5
16,0.0002471839617669649,rmsprop,2,8,64,4,64,1,0.22643571151005862,4,2,0.9169320210409228,0.4407643312101911,0.007643312101910828,0.916900164134735,0.3341121945765039,0.6687898089171974,1.058672053496234,0.5589887640449438,0.05898876404494382,1.057027361315866,0.2408123997862105,0.6376404494382022,models/zone_7_transformer/trial_078.h5
16,0.00029611795641262047,rmsprop,1,29,128,4,64,2,0.2653675313133884,8,2,0.9058946745015795,0.4425806451612903,-0.01032258064516129,0.9058358601971699,0.35674260405706315,0.6638709677419354,1.0366421106976322,0.5850746268656717,0.03582089552238806,1.0360230350313724,0.2974729998951452,0.591044776119403,models/zone_7_transformer/trial_079.h5
32,0.00013312116448579842,adam,3,27,128,2,64,1,0.21573573526905698,4,2,0.9761676217773522,0.4870967741935484,-0.02,0.9759627174264658,0.2530729765662596,0.6270967741935484,1.0660668442084085,0.5845697329376854,0.06824925816023739,1.0638799533222967,0.2538040838979718,0.599406528189911,models/zone_7_transformer/trial_080.h5
32,0.00010448920763085828,adam,1,25,64,2,64,1,0.20559120041604442,8,2,1.0035330124507649,0.5733590733590733,-0.17696267696267695,0.9878070246969851,0.20896558363918571,0.5514800514800515,1.046133490638737,0.616519174041298,-0.02064896755162242,1.0459296823281383,0.27834264795327024,0.5575221238938053,models/zone_7_transformer/trial_081.h5
16,0.000143318683578377,rmsprop,2,12,64,4,64,1,0.26232117389116344,8,2,0.9319091487683281,0.44189016602809705,0.02681992337164751,0.9315231361960092,0.31360150367216233,0.669220945083014,1.0552897060221726,0.5511363636363636,0.07954545454545454,1.0522874532643258,0.25189217323415225,0.6420454545454546,models/zone_7_transformer/trial_082.h5
