fire_lag,climate_lag,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,model_file,train_rmse,train_mae,train_mean_residual,train_std_residual,train_r2,train_exact_match_percentage,val_rmse,val_mae,val_mean_residual,val_std_residual,val_r2,val_exact_match_percentage
16,5,300,7,0.04787233258918828,0.9704845152576833,0.9576607306953365,5,0.0,1,models/zone_2/trial_025.json,0.5035358812565084,0.20064516365528107,0.09741935483870967,0.49402212136662843,0.8925797939300537,0.8206451612903226,1.1471416922089832,0.6346153616905212,0.07417582417582418,1.1447410244426044,0.4189586639404297,0.5961538461538461
10,6,100,3,0.27953553385078134,0.8315967029948323,0.8913036271939813,1,0.0,10,models/zone_2/trial_026.json,0.46420240637308774,0.17935483157634735,0.04258064516129032,0.4622453457044107,0.9087064862251282,0.8367741935483871,1.1266014039495258,0.6208791136741638,0.038461538461538464,1.1259447052541882,0.43958014249801636,0.6043956043956044
11,5,100,5,0.037068595512438615,0.8720870766794522,0.816484106141096,5,1.0,1,models/zone_2/trial_027.json,0.5645437728797874,0.23096774518489838,0.09548387096774194,0.556410377153743,0.8649730682373047,0.8032258064516129,1.0780018169408996,0.5741758346557617,0.07417582417582418,1.0754468183949168,0.4868883490562439,0.6263736263736264
8,6,300,5,0.22053662540642913,0.9510464314135072,0.8858461881510693,0,1.0,1,models/zone_2/trial_028.json,0.0,0.0,0.0,0.0,1.0,1.0,1.1590541652730488,0.6456043720245361,0.0521978021978022,1.157878224534995,0.4068283438682556,0.5879120879120879
7,4,200,3,0.048482939691596116,0.8452381722918813,0.9359965450243158,0,0.0,10,models/zone_2/trial_029.json,0.6350006372718917,0.26516127586364746,0.056129032258064517,0.632515089297786,0.8291663527488708,0.7858064516129032,1.0456608236119416,0.5384615659713745,0.11538461538461539,1.039275220497024,0.5172140598297119,0.6456043956043956
17,3,200,7,0.04833079381684264,0.8141656610801025,0.8766139851351545,5,0.0,1,models/zone_2/trial_030.json,0.5248655794265339,0.21225807070732117,0.08709677419354839,0.5175886618665637,0.8832864761352539,0.8129032258064516,1.0638929100281562,0.5549450516700745,0.12087912087912088,1.0570034862778943,0.5002316236495972,0.6318681318681318
17,5,200,3,0.12098910446691168,0.9626735847490397,0.9748994590835962,5,1.0,1,models/zone_2/trial_031.json,0.6676873847027917,0.2819354832172394,0.054838709677419356,0.6654315648763733,0.8111263513565063,0.7761290322580645,1.0626009724827055,0.5796703100204468,0.06318681318681318,1.060720653970768,0.5014446973800659,0.6016483516483516
9,7,300,3,0.1869925793894072,0.8328233099581293,0.8702375437653542,0,1.0,10,models/zone_2/trial_032.json,0.21552636336884454,0.043870966881513596,0.024516129032258065,0.2141274674592204,0.9803199768066406,0.9574193548387097,1.15549330823901,0.6593406796455383,0.01098901098901099,1.155441074569499,0.4104674458503723,0.5714285714285714
11,6,300,7,0.13829132213733444,0.8434489355782986,0.9793185891217964,0,0.0,10,models/zone_2/trial_033.json,0.0,0.0,0.0,0.0,1.0,1.0,1.0894095810497069,0.593406617641449,0.08241758241758242,1.0862874982810158,0.4759710431098938,0.6126373626373627
30,6,200,5,0.1012060637728291,0.8279660377618467,0.8553935313889691,0,0.0,10,models/zone_2/trial_034.json,0.17038855101465739,0.026451613754034042,0.02129032258064516,0.1690531875739946,0.9876999855041504,0.9748387096774194,1.025766939410572,0.5467032790184021,0.0521978021978022,1.0244379881884123,0.5354095697402954,0.6346153846153846
26,7,300,7,0.09262703490183648,0.9882558490194024,0.8053648812292399,5,0.1,1,models/zone_2/trial_035.json,0.5041761045386992,0.19870968163013458,0.0967741935483871,0.49480127713068417,0.8923064470291138,0.8238709677419355,1.1069212628028169,0.6153846383094788,0.0989010989010989,1.1024941260210324,0.45898866653442383,0.5906593406593407
23,7,300,3,0.22687465588456238,0.8591084102484133,0.8109138262030506,0,0.1,5,models/zone_2/trial_036.json,0.1016001035694825,0.01032258104532957,0.00903225806451613,0.10119782092227714,0.99562668800354,0.9896774193548387,1.1253815110012002,0.6401098966598511,0.0027472527472527475,1.1253781449298983,0.4407932162284851,0.5769230769230769
10,4,200,7,0.1822396327599397,0.9056573001872369,0.995539389568667,1,0.1,1,models/zone_2/trial_037.json,0.32626923803997365,0.10000000149011612,0.052258064516129035,0.3220569943290379,0.9548999071121216,0.9032258064516129,1.118033988749895,0.5796703100204468,0.07967032967032966,1.1151917496871204,0.44807136058807373,0.6346153846153846
19,7,200,5,0.1684433041367918,0.8345540624301522,0.894202925196965,0,0.0,10,models/zone_2/trial_038.json,0.05080005178474125,0.0025806452613323927,0.0025806451612903226,0.05073446000345161,0.998906672000885,0.9974193548387097,1.074172306790772,0.5824176073074341,0.06043956043956044,1.0724706118957417,0.4905274510383606,0.6126373626373627
9,3,200,3,0.02154978996178503,0.8120937719176412,0.9578579997986183,5,0.1,10,models/zone_2/trial_039.json,0.7695830274483886,0.3238709568977356,0.08645161290322581,0.7647118301311676,0.7490795254707336,0.7606451612903226,1.0284416800929534,0.541208803653717,0.11263736263736264,1.022254925265908,0.5329834818840027,0.6428571428571429
29,7,200,5,0.21352508520081973,0.8164855623849292,0.9073129632140031,5,0.0,5,models/zone_2/trial_040.json,0.5696631615022902,0.2290322631597519,0.056129032258064517,0.5668912248130422,0.8625130653381348,0.8058064516129032,1.0780018169408996,0.5631868243217468,0.12362637362637363,1.0708895516494241,0.4868883490562439,0.6373626373626373
9,5,100,7,0.2770682090440934,0.9948626768709125,0.8310754262453172,1,0.1,10,models/zone_2/trial_041.json,0.3951316646048863,0.12645161151885986,0.05935483870967742,0.3906482245957515,0.9338532090187073,0.8858064516129033,1.0728927473840157,0.5521978139877319,0.10714285714285714,1.067529535545582,0.49174046516418457,0.6565934065934066
27,3,200,7,0.13687095248466677,0.9906855953432144,0.8477274776367932,0,0.0,5,models/zone_2/trial_042.json,0.0,0.0,0.0,0.0,1.0,1.0,1.0217416705489013,0.5439560413360596,0.054945054945054944,1.0202632429393548,0.5390486121177673,0.6263736263736264
10,6,300,7,0.025958299709067607,0.9332159157718621,0.9316104721138748,0,0.0,1,models/zone_2/trial_043.json,0.1047269865907465,0.010967741720378399,0.01096774193548387,0.1041510949165706,0.9953533411026001,0.9890322580645161,1.113108678459269,0.6236263513565063,-0.008241758241758242,1.1130781924160016,0.4529234766960144,0.5906593406593407
29,4,300,3,0.05751146297126819,0.9906032403509395,0.9046010725456817,5,0.1,1,models/zone_2/trial_044.json,0.6753732629400999,0.290967732667923,0.0664516129032258,0.6720961355346602,0.8067529797554016,0.7690322580645161,1.0638929100281562,0.5659340620040894,0.1043956043956044,1.058758560603412,0.5002316236495972,0.6236263736263736
18,4,300,5,0.22255139289096204,0.8236113440564726,0.9799794853171054,1,0.1,5,models/zone_2/trial_045.json,0.38937502185950057,0.13096773624420166,0.053548387096774196,0.3856753472353924,0.9357665777206421,0.8780645161290322,1.0613075184146645,0.5824176073074341,0.07142857142857142,1.0589011217093405,0.5026577115058899,0.6208791208791209
23,3,200,7,0.2927646704556717,0.9255065665797443,0.8992295137870279,5,0.1,1,models/zone_2/trial_046.json,0.5080005004309645,0.2012903243303299,0.07096774193548387,0.5030189814844076,0.8906664848327637,0.8219354838709677,1.10194633776587,0.5824176073074341,0.13736263736263737,1.0933513708513356,0.4638407826423645,0.6373626373626373
22,7,100,5,0.05561989451932655,0.954665790651597,0.9788536840288524,5,1.0,1,models/zone_2/trial_047.json,0.5400119381485671,0.21677419543266296,0.09935483870967741,0.5307932923942996,0.8764531016349792,0.8116129032258065,1.0767268084527726,0.593406617641449,0.1043956043956044,1.0716539633312312,0.48810136318206787,0.6098901098901099
14,7,100,3,0.2590198126453851,0.8024576146074407,0.8091963059779474,1,0.1,1,models/zone_2/trial_048.json,0.4235030478949914,0.16129031777381897,0.03096774193548387,0.42236931430810015,0.9240131974220276,0.8464516129032258,1.0881479393887168,0.6016483306884766,0.04120879120879121,1.0873673572408933,0.47718411684036255,0.6016483516483516
12,3,300,7,0.2247930901509073,0.8838738608725597,0.8643604028944123,1,1.0,5,models/zone_2/trial_049.json,0.40560588759314664,0.14000000059604645,0.056129032258064517,0.4017034487903125,0.9302998781204224,0.8703225806451613,1.0906697086472126,0.5686812996864319,0.09065934065934066,1.0868952679589938,0.4747580289840698,0.6318681318681318
15,3,300,5,0.04462626960569525,0.9346651433437183,0.8105344298174149,0,1.0,1,models/zone_2/trial_050.json,0.21849927839033442,0.043870966881513596,0.027096774193548386,0.2168125926051686,0.9797732830047607,0.9580645161290322,1.0906697086472126,0.5796703100204468,0.08516483516483517,1.08733959295695,0.4747580289840698,0.6153846153846154
19,3,200,5,0.23432296905670677,0.8621395548094823,0.8172771044866612,1,0.0,5,models/zone_2/trial_051.json,0.4119191928650751,0.1412903219461441,0.054838709677419356,0.4082525386029516,0.9281132221221924,0.8703225806451613,1.006844699055598,0.5027472376823425,0.08516483516483517,1.0032363702476153,0.5523919463157654,0.6703296703296703
13,5,300,5,0.22447703615269124,0.8485167987107138,0.8736547255392237,1,0.0,10,models/zone_2/trial_052.json,0.38937502185950057,0.1270967721939087,0.045806451612903226,0.3866712715168289,0.9357665777206421,0.8832258064516129,1.0574175504462848,0.5631868243217468,0.06868131868131869,1.0551846969114285,0.5062968134880066,0.6346153846153846
24,4,100,3,0.28039528443597606,0.804782051195201,0.9083090399897452,5,1.0,1,models/zone_2/trial_053.json,0.6405642643492109,0.28129032254219055,0.05161290322580645,0.6384815493542196,0.826159656047821,0.7696774193548387,1.0956958899709606,0.5906593203544617,0.04120879120879121,1.0949206757005554,0.46990591287612915,0.6181318681318682
17,3,300,5,0.2562117364558873,0.9454430078081946,0.820789803870312,5,0.0,5,models/zone_2/trial_054.json,0.5836481510733393,0.23483870923519135,0.07096774193548387,0.5793174784993986,0.8556797504425049,0.8032258064516129,1.074172306790772,0.5659340620040894,0.09340659340659341,1.0701034352595684,0.4905274510383606,0.6346153846153846
22,3,100,7,0.09114932855202051,0.808780053140632,0.8462945146818273,5,0.1,10,models/zone_2/trial_055.json,0.6132935929726768,0.24451613426208496,0.07806451612903226,0.6083049922362996,0.8406463861465454,0.8019354838709677,1.0311094824106226,0.5357142686843872,0.12362637362637363,1.0236714965899976,0.53055739402771,0.6428571428571429
18,6,300,3,0.17842348193911708,0.9010855527721552,0.9274431360065384,1,0.0,10,models/zone_2/trial_056.json,0.46972881483144713,0.17419354617595673,0.04258064516129032,0.4677948802070955,0.9065198302268982,0.844516129032258,1.065183280611917,0.6071428656578064,0.046703296703296704,1.0641589104510796,0.4990186095237732,0.5879120879120879
25,3,200,7,0.28962329967249484,0.8473543469483793,0.852198187784722,1,0.1,10,models/zone_2/trial_057.json,0.38604697246305564,0.1270967721939087,0.056129032258064517,0.3819447470541901,0.9368599057197571,0.8819354838709678,1.108161531245319,0.5906593203544617,0.12912087912087913,1.1006133638099391,0.4577755928039551,0.6153846153846154
30,5,200,5,0.08886720283141177,0.814937487160496,0.8405425252558467,5,0.0,1,models/zone_2/trial_058.json,0.5248655794265339,0.208387091755867,0.08193548387096775,0.5184307547306316,0.8832864761352539,0.8187096774193549,1.0894095810497069,0.5769230723381042,0.06593406593406594,1.087412472690372,0.4759710431098938,0.6263736263736264
10,4,200,5,0.10106965346551415,0.8241473474143811,0.8716574891874712,0,0.1,5,models/zone_2/trial_059.json,0.1270001251077411,0.016129031777381897,0.013548387096774193,0.12627538740839594,0.9931666254997253,0.9838709677419355,1.091928436596274,0.5879120826721191,0.054945054945054944,1.0905451541521687,0.47354501485824585,0.6236263736263736
21,5,100,3,0.0557084593489997,0.9372109685901031,0.96527733758793,5,1.0,1,models/zone_2/trial_060.json,0.6763278536659976,0.2896774113178253,0.06387096774193549,0.6733051717597439,0.8062062859535217,0.7735483870967742,1.0677592877890836,0.5686812996864319,0.09065934065934066,1.0639035548681581,0.49659258127212524,0.6208791208791209
13,5,100,3,0.21623564550268234,0.9936800008352737,0.8792488925359543,0,1.0,5,models/zone_2/trial_061.json,0.44140537228117244,0.16387096047401428,0.03612903225806452,0.43992431474688354,0.9174531698226929,0.8496774193548388,1.1118739820607562,0.6098901033401489,0.04945054945054945,1.1107737750877877,0.45413655042648315,0.6071428571428571
15,4,100,5,0.25783437834038087,0.9111907523096777,0.9100241784004162,0,0.1,1,models/zone_2/trial_062.json,0.025400025892370625,0.0006451613153330982,0.0006451612903225806,0.025391830521489585,0.9997266530990601,0.9993548387096775,1.1351042093003507,0.6346153616905212,0.08516483516483517,1.1319048057645507,0.43108898401260376,0.5906593406593407
11,3,100,3,0.2508079762494444,0.9965134474967243,0.8261430475087956,1,0.1,10,models/zone_2/trial_063.json,0.6216523159951363,0.25999999046325684,0.04709677419354839,0.619865716719184,0.8362730145454407,0.7864516129032258,1.0574175504462848,0.557692289352417,0.06868131868131869,1.0551846969114287,0.5062968134880066,0.6373626373626373
27,3,300,7,0.08505798918049248,0.9625494183227229,0.8043600365477226,0,0.0,10,models/zone_2/trial_064.json,0.056796182988318046,0.003225806402042508,0.0032258064516129032,0.05670450268144177,0.9986333250999451,0.9967741935483871,1.0574175504462848,0.5467032790184021,0.09615384615384616,1.053036706863389,0.5062968134880066,0.6456043956043956
21,4,100,5,0.04553302118466743,0.9884561322048231,0.8101275401830512,5,0.1,10,models/zone_2/trial_065.json,0.6400604784598068,0.24838709831237793,0.10516129032258065,0.6313624334504933,0.826433002948761,0.8038709677419354,1.050902292306694,0.5604395866394043,0.15384615384615385,1.0395801870670438,0.512362003326416,0.6236263736263736
19,6,100,5,0.20813174585798802,0.8345614423661578,0.8429432211940053,0,0.1,5,models/zone_2/trial_066.json,0.1047269865907465,0.010967741720378399,0.008387096774193548,0.10439060562705911,0.9953533411026001,0.9890322580645161,1.1229376963744069,0.651098906993866,0.03571428571428571,1.122369591883587,0.44321924448013306,0.5659340659340659
21,4,100,7,0.18956119916530978,0.8491569558490492,0.8590210325999433,1,1.0,5,models/zone_2/trial_067.json,0.37759852131098415,0.12322580814361572,0.054838709677419356,0.37359518343014814,0.9395931959152222,0.8845161290322581,1.1069212628028169,0.5879120826721191,0.08241758241758242,1.103848752041314,0.45898866653442383,0.6153846153846154
8,3,200,5,0.049798444968298786,0.8398915613333173,0.976930503244993,5,0.0,10,models/zone_2/trial_068.json,0.6430772738454453,0.25999999046325684,0.08193548387096775,0.6378361573159713,0.8247929811477661,0.7916129032258065,1.0443463888763662,0.5357142686843872,0.12912087912087913,1.0363335077253808,0.5184271335601807,0.6565934065934066
24,3,200,7,0.11414251185289384,0.9089035612068104,0.8969358970881017,5,1.0,5,models/zone_2/trial_069.json,0.5880531010476164,0.23225806653499603,0.07741935483870968,0.5829345547394331,0.8534930944442749,0.8083870967741935,1.0403930061796043,0.5494505763053894,0.12637362637362637,1.0326893477589285,0.5220662355422974,0.6291208791208791
19,5,100,3,0.10247449452552006,0.843804037614619,0.9791529563228627,1,0.0,5,models/zone_2/trial_070.json,0.5471333029946908,0.21935483813285828,0.05290322580645161,0.5445696350412398,0.8731731176376343,0.8135483870967742,1.0561176916919979,0.5769230723381042,0.08791208791208792,1.0524524123130474,0.5075098276138306,0.6098901098901099
23,5,300,3,0.2924541599027156,0.8200268674609915,0.9313728842752469,1,1.0,10,models/zone_2/trial_071.json,0.46001403242974265,0.17548386752605438,0.04,0.4582716478528935,0.910346508026123,0.8406451612903226,1.0906697086472126,0.6071428656578064,0.057692307692307696,1.089142799266274,0.4747580289840698,0.6098901098901099
8,4,300,5,0.11289334402389635,0.9678444504611818,0.9690441804732561,0,0.0,10,models/zone_2/trial_072.json,0.09837387579514273,0.009677419438958168,0.00967741935483871,0.09789671551931303,0.9958999752998352,0.9903225806451613,1.1106378593838115,0.5851648449897766,0.09615384615384616,1.1064677678930852,0.45534956455230713,0.6291208791208791
17,5,300,3,0.2140013360467749,0.8703364296966176,0.9135302730852463,0,1.0,1,models/zone_2/trial_073.json,0.13440429928083972,0.01806451566517353,0.014193548387096775,0.1336527564744379,0.9923466444015503,0.9819354838709677,1.0994504336035016,0.6153846383094788,0.07692307692307693,1.0967561483884625,0.46626681089401245,0.5961538461538461
22,7,200,3,0.15222656183696898,0.8180514753701806,0.8465246716166479,0,0.0,10,models/zone_2/trial_074.json,0.3546920507197913,0.11032257974147797,0.043225806451612905,0.35204826553969976,0.9466999173164368,0.8961290322580645,1.0664720340322402,0.598901093006134,0.054945054945054944,1.0650557160541987,0.4978055953979492,0.5906593406593407
22,3,200,7,0.06842467117212092,0.8260979091238365,0.9433875265381633,1,0.0,1,models/zone_2/trial_075.json,0.3398291814904206,0.10516128689050674,0.05870967741935484,0.33471935221175547,0.9510732293128967,0.8993548387096775,1.0677592877890836,0.5686812996864319,0.07967032967032966,1.0647828551775762,0.49659258127212524,0.6208791208791209
11,7,300,3,0.23456628465776866,0.969296177515827,0.9721338933183101,0,0.1,10,models/zone_2/trial_076.json,0.12443420390846348,0.015483871102333069,0.011612903225806452,0.12389112739179506,0.9934399724006653,0.984516129032258,1.0843542619200786,0.6153846383094788,0.03296703296703297,1.083853011511029,0.4808231592178345,0.5879120879120879
28,6,300,3,0.10760271063083328,0.864520640874582,0.9951721342764852,5,0.1,10,models/zone_2/trial_077.json,0.6574633598271681,0.27870967984199524,0.05032258064516129,0.6555346691009868,0.8168663382530212,0.775483870967742,1.050902292306694,0.5824176073074341,0.07142857142857142,1.0484720137320203,0.512362003326416,0.6043956043956044
22,5,100,7,0.29093543993661863,0.9387120796585087,0.985769041797085,1,0.0,10,models/zone_2/trial_078.json,0.36544273675304884,0.10903225839138031,0.05870967741935484,0.36069593964181174,0.943419873714447,0.9006451612903226,1.1399344352640395,0.6126373410224915,0.07967032967032966,1.1371469509350014,0.4262368083000183,0.6126373626373627
25,4,200,5,0.22285854227590968,0.8589034529437846,0.8355416576993927,0,1.0,10,models/zone_2/trial_079.json,0.035921061101618315,0.0012903226306661963,0.0012903225806451613,0.03589787804708014,0.9994533061981201,0.9987096774193548,1.1168046842277357,0.598901093006134,0.08791208791208792,1.1133392169737328,0.4492844343185425,0.6236263736263736
19,7,100,3,0.18469271356078165,0.9842076432836159,0.9935063371231871,0,1.0,10,models/zone_2/trial_080.json,0.46835332616824477,0.1806451678276062,0.04,0.4666420884464639,0.9070664644241333,0.8354838709677419,1.074172306790772,0.598901093006134,0.06593406593406594,1.0721468429257048,0.4905274510383606,0.6071428571428571
10,6,100,5,0.2261495651495749,0.8475991850298794,0.9964759309880713,0,1.0,1,models/zone_2/trial_081.json,0.06221710195423174,0.003870967775583267,0.003870967741935484,0.062096564725243684,0.9983599781990051,0.9961290322580645,1.0638929100281562,0.5824176073074341,0.01098901098901099,1.0638361591455778,0.5002316236495972,0.6126373626373627
29,5,200,3,0.08691160776323409,0.8499081726270558,0.8135589560128468,1,0.0,10,models/zone_2/trial_082.json,0.48526680281082507,0.185161292552948,0.04838709677419355,0.48284838182757406,0.9002331495285034,0.8348387096774194,1.0443463888763662,0.5741758346557617,0.0521978021978022,1.0430410970355193,0.5184271335601807,0.6098901098901099
7,3,200,5,0.2224495034046429,0.993820365021137,0.9769103995174455,1,0.1,5,models/zone_2/trial_083.json,0.4579054630663022,0.16838710010051727,0.0664516129032258,0.453058056431401,0.9111664891242981,0.8483870967741935,1.1387288257627655,0.5879120826721191,0.06593406593406594,1.1368183652865127,0.42744988203048706,0.6373626373626373
24,6,100,5,0.23873169839810363,0.9156110981866263,0.9516487087118035,0,0.0,5,models/zone_2/trial_084.json,0.056796182988318046,0.003225806402042508,0.0032258064516129032,0.05670450268144177,0.9986333250999451,0.9967741935483871,1.103192145273574,0.6181318759918213,0.03571428571428571,1.1026139201138745,0.46262770891189575,0.5961538461538461
