fire_lag,climate_lag,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,model_file,train_rmse,train_mae,train_mean_residual,train_std_residual,train_r2,train_exact_match_percentage,val_rmse,val_mae,val_mean_residual,val_std_residual,val_r2,val_exact_match_percentage
14,3,200,5,0.10378937593530124,0.9848276161790166,0.8179189296253471,5,0.1,5,models/zone_3/trial_001.json,0.4470707831290698,0.148786723613739,0.06321839080459771,0.44257849150547274,0.7028106451034546,0.8716475095785441,0.7685436359468873,0.31593406200408936,0.12362637362637363,0.7585353389284727,0.3073538541793823,0.771978021978022
18,5,100,5,0.109912223757985,0.931081971562217,0.9539362584126276,0,0.1,10,models/zone_3/trial_002.json,0.21469687730113368,0.0422535203397274,0.03201024327784891,0.21229718473261808,0.9315881133079529,0.9596670934699104,0.7879588273978304,0.32967033982276917,0.11538461538461539,0.7794648878632476,0.27191615104675293,0.7664835164835165
21,7,100,5,0.02301448977009824,0.9636343840263629,0.8399370427211512,1,0.0,10,models/zone_3/trial_003.json,0.4437579409466362,0.12379730492830276,0.08787684413085312,0.434969842100495,0.7082382440567017,0.900577293136626,0.7791937279379284,0.3104395568370819,0.18406593406593408,0.7571410628537407,0.2880241870880127,0.7857142857142857
9,3,300,3,0.08048400987083361,0.9242004885177757,0.8295354155730491,1,0.0,5,models/zone_3/trial_004.json,0.40994687867286633,0.13470172882080078,0.042334830019243104,0.4077550840973874,0.7510045766830444,0.8787684413085312,0.7467879815264953,0.32692307233810425,0.08516483516483517,0.7419159376530835,0.3460131883621216,0.7582417582417582
29,3,200,5,0.14664518808273191,0.8663753438130164,0.9480025970012032,0,0.0,10,models/zone_3/trial_005.json,0.04397995034054689,0.0019342360319569707,0.0019342359767891683,0.0439373953253406,0.9971460700035095,0.9980657640232108,0.7631628969672426,0.3186813294887543,0.0989010989010989,0.7567272659642558,0.31701868772506714,0.7692307692307693
23,5,300,5,0.19068217792867,0.9984604256471208,0.939014228729539,5,0.0,5,models/zone_3/trial_006.json,0.42791082496456745,0.13539652526378632,0.06576402321083172,0.4228271109100028,0.7298277020454407,0.8833010960670535,0.7931714104314629,0.32692307233810425,0.1510989010989011,0.7786462619235923,0.2622513175010681,0.7664835164835165
25,7,100,5,0.059392697642981364,0.8568027082095981,0.9578376989014844,5,0.1,1,models/zone_3/trial_007.json,0.40626936646296713,0.13152804970741272,0.06447453255963895,0.40112072746729477,0.756464421749115,0.8833010960670535,0.7685436359468873,0.3104395568370819,0.12362637362637363,0.7585353389284726,0.3073538541793823,0.7774725274725275
21,3,100,5,0.20150811939448124,0.9325963271440312,0.9825737560690945,1,0.0,1,models/zone_3/trial_008.json,0.30994686005803856,0.08961959928274155,0.039329464861379754,0.3074414524874281,0.8582546710968018,0.9136041263700838,0.8303977440724388,0.3543955981731415,0.09065934065934066,0.8254340212952537,0.19137591123580933,0.7554945054945055
16,6,100,5,0.1574766963214983,0.9419377596670444,0.9807744120291709,1,1.0,10,models/zone_3/trial_009.json,0.34629847023755755,0.09929078072309494,0.037395228884590584,0.34427347765635025,0.823056161403656,0.9090909090909091,0.7595545222945514,0.3186813294887543,0.1043956043956044,0.7523460870543246,0.3234618902206421,0.7637362637362637
9,4,100,7,0.29036949800562867,0.9121375082825869,0.9424938381038435,0,0.0,10,models/zone_3/trial_010.json,0.0,0.0,0.0,0.0,1.0,1.0,0.7541096072100075,0.3104395568370819,0.12362637362637363,0.7439071436848224,0.3331267237663269,0.7802197802197802
16,5,200,5,0.2258733087445164,0.8036744450729786,0.9368622710584299,1,1.0,5,models/zone_3/trial_011.json,0.3425545931207905,0.09929078072309494,0.037395228884590584,0.3405073363603374,0.8268613815307617,0.9084461637653127,0.7685436359468873,0.32692307233810425,0.10714285714285714,0.7610385987731542,0.3073538541793823,0.760989010989011
14,7,200,3,0.1914797854775713,0.9757354548382321,0.9780804172157523,0,1.0,5,models/zone_3/trial_012.json,0.16455790110955804,0.027079302817583084,0.018052869116698903,0.16356465874908216,0.9600449204444885,0.9729206963249516,0.7685436359468873,0.32692307233810425,0.09065934065934066,0.7631777149593365,0.3073538541793823,0.7637362637362637
14,4,200,5,0.20051021009538766,0.8175590034274604,0.8764414243708817,5,1.0,10,models/zone_3/trial_013.json,0.4777445438828009,0.1586073487997055,0.05415860735009671,0.47466481912084024,0.6632359027862549,0.8671824629271437,0.7356689497686558,0.31593406200408936,0.11263736263736264,0.7269949214037815,0.3653428554534912,0.7664835164835165
28,4,200,3,0.17614058035833577,0.8852929994024891,0.8624765528883568,5,0.1,5,models/zone_3/trial_014.json,0.47909219999375513,0.1624758243560791,0.04642166344294004,0.47683788133442695,0.6613333225250244,0.8620245003223727,0.7738870027375664,0.3186813294887543,0.11538461538461539,0.7652368845224616,0.2976890206336975,0.7692307692307693
24,4,100,7,0.050187192771575614,0.908270765370203,0.9600210118328187,0,0.1,10,models/zone_3/trial_015.json,0.22281245557990575,0.040618956089019775,0.0367504835589942,0.2197607608948924,0.926749050617218,0.9632495164410058,0.8187366426266466,0.34065935015678406,0.14285714285714285,0.806177094107966,0.21392714977264404,0.7637362637362637
29,7,100,5,0.2987488820672825,0.9951553818137199,0.8290304789785025,5,0.0,5,models/zone_3/trial_016.json,0.43016497352697475,0.13604126870632172,0.06254029658284978,0.4255944310602442,0.7269737720489502,0.8833010960670535,0.7685436359468873,0.32692307233810425,0.11263736263736264,0.7602448060969834,0.3073538541793823,0.7554945054945055
9,7,300,7,0.04433231430798182,0.8635195178382434,0.9759276243232531,5,0.0,5,models/zone_3/trial_017.json,0.4264014390650973,0.1405544877052307,0.05157962604771115,0.4232702729875559,0.7317303419113159,0.8762088974854932,0.777428857179526,0.3186813294887543,0.12087912087912088,0.767973855369501,0.29124581813812256,0.7747252747252747
20,6,200,5,0.22622682169670513,0.9643397031636984,0.9273694797355683,5,0.1,1,models/zone_3/trial_018.json,0.39663315786080555,0.13152804970741272,0.058027079303675046,0.39236554067986656,0.7678801417350769,0.8800773694390716,0.777428857179526,0.32967033982276917,0.13186813186813187,0.7661634291671806,0.29124581813812256,0.760989010989011
