fire_lag,climate_lag,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,model_file,train_rmse,train_mae,train_mean_residual,train_std_residual,train_r2,train_exact_match_percentage,val_rmse,val_mae,val_mean_residual,val_std_residual,val_r2,val_exact_match_percentage
24,3,300,7,0.23067868273094552,0.8432613057894621,0.8729781286638804,0,0.0,5,models/zone_5/trial_001.json,0.0,0.0,0.0,0.0,1.0,1.0,0.6874063384672582,0.2857142984867096,0.07142857142857142,0.683685184650908,0.251914918422699,0.7747252747252747
11,4,100,7,0.21056449966546853,0.8253160495573142,0.8547332964562996,0,0.0,5,models/zone_5/trial_002.json,0.0,0.0,0.0,0.0,1.0,1.0,0.7090467105080895,0.2884615361690521,0.12362637362637363,0.6981860586485846,0.2040722370147705,0.771978021978022
29,7,300,5,0.14544268694599263,0.9618023462530996,0.8872123979220637,1,0.0,5,models/zone_5/trial_003.json,0.30470202484722536,0.08639587461948395,0.05673758865248227,0.2993729662474249,0.7900282740592957,0.9168278529980658,0.730045910201574,0.30219781398773193,0.12087912087912088,0.719968937595591,0.15622961521148682,0.760989010989011
12,4,300,7,0.09151400155531372,0.8785651849253395,0.9167296510832805,5,0.1,1,models/zone_5/trial_004.json,0.45775782873874926,0.1644100546836853,0.08059316569954868,0.45060733733634617,0.526105523109436,0.8562217923920051,0.7032108466406022,0.29120880365371704,0.13186813186813187,0.6907360496623174,0.2171202301979065,0.771978021978022
13,6,200,5,0.13288382331233944,0.9494158540244012,0.9631784399133156,5,0.0,10,models/zone_5/trial_005.json,0.47976460846689356,0.1734364926815033,0.08059316569954868,0.472946955673082,0.47944509983062744,0.8517085751128304,0.6753102684425437,0.2747252881526947,0.11538461538461539,0.6653798513454555,0.27801090478897095,0.7802197802197802
19,6,100,7,0.11234549670255585,0.9795789355526842,0.9638683379654084,1,0.0,1,models/zone_5/trial_006.json,0.2650985549802476,0.06769826263189316,0.06125080593165699,0.25792553045933425,0.8410630822181702,0.9335912314635719,0.677341270222244,0.27747252583503723,0.10164835164835165,0.669670681304163,0.2736615538597107,0.7774725274725275
23,5,300,5,0.09510732840840373,0.9653372837264123,0.9290195941185625,5,0.1,5,models/zone_5/trial_007.json,0.48377944881295365,0.1747259795665741,0.08575112830431979,0.4761189947754925,0.47069627046585083,0.851063829787234,0.6933752353627239,0.2884615361690521,0.12362637362637363,0.6822651614388814,0.238866925239563,0.771978021978022
7,3,100,5,0.13452217213332612,0.8371829783286818,0.8490636290202146,0,1.0,5,models/zone_5/trial_008.json,0.16258707670784456,0.026434557512402534,0.02385557704706641,0.16082745348106287,0.9402163624763489,0.973565441650548,0.6793662221739817,0.28021979331970215,0.10989010989010989,0.670419738139325,0.26931220293045044,0.7774725274725275
18,4,200,3,0.012793569880655777,0.9376584828062371,0.9433605243695816,0,0.1,10,models/zone_5/trial_009.json,0.49822380064889277,0.1811734437942505,0.08833010960670536,0.49033125751014217,0.4386172890663147,0.8471953578336557,0.6753102684425437,0.2747252881526947,0.13186813186813187,0.6623101628705126,0.27801090478897095,0.7802197802197802
17,4,300,3,0.12182135613447524,0.9203603822174298,0.9054524722955576,0,1.0,5,models/zone_5/trial_010.json,0.19668431129816374,0.03868471831083298,0.036105738233397806,0.19334191268942363,0.9125117659568787,0.9613152804642167,0.6650621631436122,0.26648351550102234,0.09065934065934066,0.6588539870554826,0.29975754022598267,0.7884615384615384
29,7,300,3,0.17644503525549593,0.9292540228690954,0.9364263843837398,1,0.1,5,models/zone_5/trial_011.json,0.38758954351791136,0.12830431759357452,0.05351386202450032,0.3838774901386919,0.6602541208267212,0.8820116054158608,0.7012547521039181,0.30494505167007446,0.07417582417582418,0.6973207216669236,0.22146958112716675,0.7527472527472527
13,4,100,5,0.15460878084279323,0.9980519432938328,0.8842474492181227,0,0.1,1,models/zone_5/trial_012.json,0.06219704224409663,0.0038684720639139414,0.0038684719535783366,0.06207662102855402,0.9912511706352234,0.9961315280464217,0.6894017057183027,0.2719780206680298,0.07967032967032966,0.684782712869525,0.24756556749343872,0.782967032967033
26,5,300,5,0.07856235598891977,0.8042537395433141,0.8035672599727908,5,0.0,5,models/zone_5/trial_013.json,0.4736785551968886,0.1727917492389679,0.07865892972275951,0.46710185835898094,0.49256831407546997,0.8497743391360413,0.6691802343257518,0.2719780206680298,0.1346153846153846,0.6555004927740709,0.29105889797210693,0.7802197802197802
16,4,200,3,0.2697905622773277,0.9836068965904619,0.8078240489026753,5,0.0,1,models/zone_5/trial_014.json,0.46889034395528223,0.1669890433549881,0.07543520309477757,0.4627825473831294,0.5027753114700317,0.8562217923920051,0.68138513449685,0.27747252583503723,0.11813186813186813,0.6710667448304894,0.26496291160583496,0.7802197802197802
22,3,200,7,0.0972894990418503,0.863437932362694,0.8691648936276799,0,1.0,5,models/zone_5/trial_015.json,0.025391835403935446,0.0006447453051805496,0.0006447453255963894,0.025383648852391392,0.9985418915748596,0.9993552546744036,0.6588368068011309,0.25824177265167236,0.10989010989010989,0.6496076491346708,0.31280553340911865,0.7967032967032966
22,7,100,5,0.09654870615879078,0.9967933676460113,0.8986673248539453,5,0.0,5,models/zone_5/trial_016.json,0.47639305979784535,0.1727917492389679,0.08768536428110896,0.4682538109837637,0.48673582077026367,0.8517085751128304,0.6712298067703288,0.28021979331970215,0.12637362637362637,0.6592261805379316,0.2867095470428467,0.7692307692307693
26,3,100,3,0.023871929193901967,0.8020792054217077,0.8210271388196057,1,1.0,10,models/zone_5/trial_017.json,0.4962788634470143,0.1779497116804123,0.09026434558349453,0.4880010884149791,0.4429916739463806,0.8517085751128304,0.6894017057183027,0.27747252583503723,0.12912087912087913,0.6772019815754947,0.24756556749343872,0.782967032967033
20,4,100,3,0.06543631106608579,0.9804552969519525,0.873775906586867,5,0.0,10,models/zone_5/trial_018.json,0.49692801666518627,0.1798839420080185,0.08833010960670536,0.4890145718077168,0.44153356552124023,0.8484848484848485,0.6833981043271596,0.28021979331970215,0.12087912087912088,0.6726226320667912,0.2606135606765747,0.7774725274725275
8,5,100,3,0.023920983110904744,0.8608580188081297,0.8527454261918798,5,1.0,5,models/zone_5/trial_019.json,0.5116313248128526,0.1882656365633011,0.09542230818826564,0.5026541408286196,0.40799641609191895,0.8433268858800773,0.6933752353627239,0.2829670310020447,0.1510989010989011,0.6767114250963517,0.238866925239563,0.7802197802197802
15,4,100,7,0.14360119115390935,0.8252577413906644,0.9723789798438571,5,0.1,10,models/zone_5/trial_020.json,0.4903978022180365,0.1811734437942505,0.07543520309477757,0.4845611793999834,0.4561149477958679,0.8452611218568665,0.6753102684425437,0.28021979331970215,0.1043956043956044,0.6671922615159985,0.27801090478897095,0.771978021978022
21,3,300,7,0.07975179961015706,0.8955853635985687,0.8980207681303464,1,0.1,10,models/zone_5/trial_021.json,0.3406672202201129,0.10444874316453934,0.05673758865248227,0.33590922083392083,0.7375353574752808,0.9013539651837524,0.6504436391124874,0.2637362778186798,0.0989010989010989,0.6428806232210442,0.3302028775215149,0.782967032967033
22,4,100,5,0.23219857495954566,0.9422762752813015,0.8706019394971658,0,1.0,10,models/zone_5/trial_022.json,0.09500754850288315,0.009026434272527695,0.009026434558349452,0.09457778828833589,0.9795860648155212,0.9909735654416505,0.7167539661671621,0.29395604133605957,0.09615384615384616,0.7102750886847194,0.18667489290237427,0.7664835164835165
30,4,300,3,0.031791876717000525,0.8989211500589057,0.8424950942592742,5,0.0,5,models/zone_5/trial_023.json,0.4885792395154386,0.1806451678276062,0.08129032258064516,0.4817691987602461,0.4604364037513733,0.844516129032258,0.6793662221739817,0.28021979331970215,0.11538461538461539,0.6694959686742004,0.26931220293045044,0.7747252747252747
19,4,200,3,0.10873054042839869,0.9627990835763858,0.9523205064649055,5,0.1,5,models/zone_5/trial_024.json,0.48989794308159934,0.17935483157634735,0.08129032258064516,0.48310649287163865,0.4575198292732239,0.8470967741935483,0.677341270222244,0.2719780206680298,0.12362637362637363,0.6659637591755283,0.2736615538597107,0.7857142857142857
29,6,300,3,0.2558640239112698,0.8211320950301368,0.8260121020954622,1,0.1,5,models/zone_5/trial_025.json,0.36100218222214786,0.11483871191740036,0.04903225806451613,0.35765684435539047,0.7054274082183838,0.8929032258064517,0.6833981043271596,0.29120880365371704,0.1043956043956044,0.6753773203297869,0.2606135606765747,0.760989010989011
26,7,100,5,0.06450650706816762,0.8555676868902058,0.8328392649982364,1,1.0,10,models/zone_5/trial_026.json,0.3724374836747085,0.12193548679351807,0.054838709677419356,0.3683780576259538,0.6864697933197021,0.8858064516129033,0.6691802343257518,0.27747252583503723,0.12362637362637363,0.6576615524311802,0.29105889797210693,0.771978021978022
10,4,200,3,0.226057538032217,0.8481124922880351,0.9788196108651859,0,0.1,1,models/zone_5/trial_027.json,0.12951522812038696,0.016774194315075874,0.016774193548387096,0.12842437455245148,0.9620847105979919,0.983225806451613,0.7243792227489496,0.3104395568370819,0.0521978021978022,0.7224961343640489,0.1692776083946228,0.75
22,7,200,5,0.08701783034439826,0.9853855439280037,0.8168133532321853,1,0.0,1,models/zone_5/trial_028.json,0.31108550378359223,0.09161290526390076,0.06451612903225806,0.3043219720018259,0.7812579870223999,0.9109677419354839,0.6691802343257518,0.27747252583503723,0.10164835164835165,0.6614150061870163,0.29105889797210693,0.7747252747252747
19,7,200,7,0.10678445633810421,0.888268119502945,0.8739561350611041,0,1.0,5,models/zone_5/trial_029.json,0.0,0.0,0.0,0.0,1.0,1.0,0.6525520403341317,0.2719780206680298,0.12362637362637363,0.6407344969393859,0.32585352659225464,0.771978021978022
30,6,100,5,0.06494039376661707,0.8353290209085482,0.8551851399683398,5,0.1,10,models/zone_5/trial_030.json,0.4859310965407431,0.1806451678276062,0.07741935483870968,0.4797241663231304,0.4662695527076721,0.8438709677419355,0.677341270222244,0.2829670310020447,0.12362637362637363,0.6659637591755282,0.2736615538597107,0.7692307692307693
20,3,300,3,0.19744000861193112,0.9917943434582395,0.8439159529137431,0,0.0,10,models/zone_5/trial_031.json,0.17413380352366198,0.03032258152961731,0.027741935483870966,0.1719097602254451,0.9314608573913574,0.9696774193548388,0.6567485595806403,0.27747252583503723,0.08516483516483517,0.6512032187958132,0.3171548843383789,0.7664835164835165
15,4,100,7,0.03929927736433778,0.8452930031457548,0.9240441481761817,5,0.1,5,models/zone_5/trial_032.json,0.47924672542939795,0.17419354617595673,0.08645161290322581,0.4713847027442336,0.48085230588912964,0.8503225806451613,0.6753102684425437,0.2747252881526947,0.13186813186813187,0.6623101628705126,0.27801090478897095,0.7802197802197802
19,3,100,7,0.24897991057532295,0.9383367572251959,0.8990343320454738,0,0.0,5,models/zone_5/trial_033.json,0.0,0.0,0.0,0.0,1.0,1.0,0.6992932072213952,0.30219781398773193,0.08241758241758242,0.6944194201773378,0.225818932056427,0.7554945054945055
27,5,300,7,0.09351380335409831,0.8006213740918675,0.8370157651651504,5,1.0,5,models/zone_5/trial_034.json,0.473831323925771,0.1716129034757614,0.07741935483870968,0.46746376600611095,0.4925185441970825,0.8516129032258064,0.6712298067703288,0.2747252881526947,0.12087912087912088,0.6602557751999913,0.2867095470428467,0.7774725274725275
30,5,300,3,0.05936744646268056,0.9362884969554166,0.833329090755201,1,0.1,1,models/zone_5/trial_035.json,0.392674865949276,0.13225805759429932,0.05741935483870968,0.38845407203040505,0.6514710783958435,0.8780645161290322,0.6609184334532161,0.27747252583503723,0.10714285714285714,0.6521760460001977,0.3084561824798584,0.7692307692307693
7,6,200,5,0.016039785828287623,0.9948741708156946,0.9762515054300086,0,1.0,1,models/zone_5/trial_036.json,0.31724621694381944,0.08903225511312485,0.05806451612903226,0.3118872765231438,0.7725083231925964,0.9167741935483871,0.71291077467778,0.2829670310020447,0.1401098901098901,0.6990071365409317,0.19537359476089478,0.782967032967033
