fire_lag,climate_lag,constant_value,length_scale,alpha,model_file,train_size,val_size,test_size,train_rmse,train_mae,train_mean_residual,train_std_residual,train_r2,train_exact_match_percentage,train_mean_prediction_std,train_max_prediction_std,train_min_prediction_std,val_rmse,val_mae,val_mean_residual,val_std_residual,val_r2,val_exact_match_percentage,val_mean_prediction_std,val_max_prediction_std,val_min_prediction_std
15,4,8.414642589635015,14.588256303406284,0.07778971604986379,models/zone_3/trial_001.pkl,1565,364,487,0.05055601391655587,0.0025559105431309905,0.0025559105431309905,0.05049136425594483,0.9962017881932647,0.997444089456869,0.21416321137262834,0.22082123016866684,0.16822046448934452,0.8435273922869734,0.3598901098901099,0.1510989010989011,0.8298840784261172,0.1656031224831176,0.7472527472527473,0.692330334188138,0.8438481697090263,0.25820714795387645
22,4,2.818514724483629,4.796684339372055,0.028644242271228935,models/zone_3/trial_002.pkl,1558,364,487,0.0,0.0,0.0,0.0,1.0,1.0,0.13573458779959774,0.13738531662603645,0.1246767692467035,0.8723468409921658,0.37637362637362637,0.14560439560439561,0.860109511033153,0.10761415030047716,0.7335164835164835,0.7255014846700898,0.8819326663542971,0.25320034280600034
15,5,3.265124727345747,27.467458903404363,0.013923568745463957,models/zone_3/trial_003.pkl,1565,364,487,0.0,0.0,0.0,0.0,1.0,1.0,0.09590976859138245,0.09615563793340241,0.09272196609520793,0.8548504142651103,0.3516483516483517,0.1978021978021978,0.8316510814721827,0.14305185552320188,0.7637362637362637,0.7590268780679459,0.8371675714859672,0.3479117485071202
14,6,6.970103141760617,35.614537943033056,0.0065164621863164195,models/zone_3/trial_004.pkl,1566,364,487,0.0,0.0,0.0,0.0,1.0,1.0,0.06593128776216932,0.06599060624987833,0.06508376850276412,0.8941199860480412,0.3708791208791209,0.20604395604395603,0.8700554221590173,0.06251161638064562,0.7582417582417582,0.767343199914807,0.8280665906332412,0.40881715711117766
20,5,5.471850290988762,21.37293747105464,0.020762755512489583,models/zone_3/trial_005.pkl,1560,364,487,0.0,0.0,0.0,0.0,1.0,1.0,0.11662282572350716,0.1172082316812651,0.11046572479393922,0.8467779915851421,0.3543956043956044,0.17307692307692307,0.8289012882914297,0.15915990335171315,0.7582417582417582,0.7499142036045877,0.8476249024967834,0.3145973937749105
20,6,9.057900935567751,29.619891296007033,0.06958274635114702,models/zone_3/trial_006.pkl,1560,364,487,0.05063696835418333,0.002564102564102564,0.002564102564102564,0.05057200749568209,0.9961988095694969,0.9974358974358974,0.20593567284728026,0.2094380072445901,0.1766793776014456,0.8879535677396304,0.3708791208791209,0.17307692307692307,0.870922451863404,0.07539805464345462,0.7554945054945055,0.7191452354707659,0.8185342822165633,0.3293763769151375
25,6,4.822099352317833,47.19434121427075,0.029931403972001107,models/zone_3/trial_007.pkl,1555,364,487,0.0,0.0,0.0,0.0,1.0,1.0,0.13929380252667184,0.1403187241198508,0.13094083723963465,0.8817440260486756,0.3708791208791209,0.16758241758241757,0.865672374972056,0.08828449290626361,0.7527472527472527,0.7441973096632856,0.8446696326062706,0.3308177875579404
19,6,5.428383619341292,36.99706897706153,0.08000683027703265,models/zone_3/trial_008.pkl,1561,364,487,0.050620746355255375,0.0025624599615631004,0.0025624599615631004,0.05055584793580746,0.9961990749702634,0.9974375400384369,0.21895870581386054,0.22330062945231535,0.1830498235814549,0.8864052604279183,0.36813186813186816,0.17582417582417584,0.8687923485563365,0.07861966420915689,0.7582417582417582,0.71184838616131,0.81242278363721,0.3265714027822195
14,6,2.272274182752218,22.355962826285193,0.0029995795126768524,models/zone_3/trial_009.pkl,1566,364,487,0.0,0.0,0.0,0.0,1.0,1.0,0.04483082583311429,0.04484912698968911,0.044564408468502494,0.8925823753039809,0.36813186813186816,0.2087912087912088,0.86781883353313,0.0657332259463479,0.760989010989011,0.7694562529069836,0.8294163125067499,0.4111740648545845
17,6,7.269395638510159,42.18477749006537,0.0919622079048307,models/zone_3/trial_010.pkl,1563,364,487,0.07998720307118103,0.006397952655150352,0.006397952655150352,0.07973091531503203,0.9905031449598009,0.9936020473448497,0.23260841529528437,0.23772787161717723,0.19192781833681416,0.8848542439108449,0.36538461538461536,0.17857142857142858,0.8666483011377754,0.08184127377485917,0.760989010989011,0.704797751745701,0.8022874054284176,0.32935310472711177
26,7,0.36696787386086316,20.306992560645533,0.05648275910417494,models/zone_3/trial_011.pkl,1554,364,487,0.0,0.0,0.0,0.0,1.0,1.0,0.18992675279540325,0.18992675279543156,0.18992675278657592,0.993108119120842,0.36538461538461536,0.36538461538461536,0.9234488719490501,-0.15655783408710722,0.8021978021978022,0.7991497851959191,0.7991497851980677,0.799149784627753
7,3,6.463221515292424,7.649274874297648,0.046223674560746025,models/zone_3/trial_012.pkl,1573,364,487,0.02521364528296496,0.0006357279084551812,0.0006357279084551812,0.02520562949980802,0.999050973521377,0.9993642720915448,0.16940083492803787,0.17239765348332386,0.14800411478815612,0.9032906873947423,0.37637362637362637,0.1620879120879121,0.8886290422268716,0.04318195898643218,0.7417582417582418,0.7148773932333353,0.8604219690071834,0.27162436035619003
8,5,3.853128255462582,11.371353926362595,0.03275189590764273,models/zone_3/trial_013.pkl,1572,364,487,0.0,0.0,0.0,0.0,1.0,1.0,0.14516035947257228,0.14577083855419276,0.13751082163228495,0.8612538776448219,0.34065934065934067,0.21978021978021978,0.8327393930585968,0.13016541726039288,0.7802197802197802,0.7578275683859769,0.8146097333010102,0.3853135336031685
19,5,7.54489725319237,41.76428997260836,0.02530192602505982,models/zone_3/trial_014.pkl,1561,364,487,0.0,0.0,0.0,0.0,1.0,1.0,0.12829529300539336,0.12906786178191448,0.11979606783868148,0.8483986208028745,0.35714285714285715,0.17582417582417584,0.8299795653966241,0.15593829378601087,0.7554945054945055,0.7470486250386302,0.8436677720239366,0.3163108315850095
9,6,0.2918945417951058,27.43153334820415,0.09999079206807,models/zone_3/trial_015.pkl,1571,364,487,0.0873982085007506,0.0076384468491406746,0.0076384468491406746,0.08706377535389519,0.9886101095246841,0.9923615531508593,0.24215455433499017,0.24571897852927232,0.2077862561661436,0.9108624098459271,0.3791208791208791,0.2032967032967033,0.8878855670068199,0.027073911157920905,0.7554945054945055,0.7156815104855372,0.7785611368738637,0.3841540700016514
18,4,6.536426523173763,39.28041943093385,0.06521029005886456,models/zone_3/trial_016.pkl,1562,364,487,0.03578281334822566,0.0012804097311139564,0.0012804097311139564,0.03575989767930586,0.9980996699971105,0.998719590268886,0.19807265949484032,0.2036214014608867,0.16036809764932725,0.856455768569798,0.36538461538461536,0.1401098901098901,0.8449175712517037,0.1398302459574996,0.7445054945054945,0.6979463193468489,0.8577777137134924,0.2504903189485575
7,4,2.0736707553890756,1.9986208486962849,0.015322996343900558,models/zone_3/trial_017.pkl,1573,364,487,0.0,0.0,0.0,0.0,1.0,1.0,0.10028282965860429,0.10058345707880974,0.09719047913945578,0.9002441671233202,0.36538461538461536,0.20054945054945056,0.8776214892103965,0.04962517811783662,0.760989010989011,0.7574998883276172,0.8392394589958678,0.35822191084357446
11,6,6.727642561737116,28.634509514570937,0.021874657636559713,models/zone_3/trial_018.pkl,1569,364,487,0.0,0.0,0.0,0.0,1.0,1.0,0.11954944405867542,0.11987734932099775,0.11510945985249602,0.9002441671233202,0.3708791208791209,0.20604395604395603,0.8763477897600455,0.04962517811783662,0.760989010989011,0.7616279012363024,0.8172804497264328,0.4180263445237727
29,5,7.692291173726784,9.22166802502231,0.06076402463970408,models/zone_3/trial_019.pkl,1551,364,487,0.02539183580595128,0.0006447453255963894,0.0006447453255963894,0.025383648852391395,0.9990486892028985,0.9993552546744036,0.19310387522647965,0.19751779825241159,0.16566955553166735,0.8386278693775346,0.3626373626373626,0.14835164835164835,0.8254020182481093,0.1752679511802243,0.7445054945054945,0.7157751569725977,0.8606250022153825,0.26757685256182967
30,3,7.8001396731367825,9.024524698192758,0.031172788067900126,models/zone_3/trial_020.pkl,1550,364,487,0.0,0.0,0.0,0.0,1.0,1.0,0.13985237307874288,0.14381143222689077,0.11501796273684739,0.8516306272526402,0.36813186813186816,0.12087912087912088,0.8430082819345348,0.14949507465460643,0.7362637362637363,0.6920854895880609,0.9774584575579537,0.17628979694144584
25,3,9.295982967230504,29.214039692208292,0.09081181248963971,models/zone_3/trial_021.pkl,1555,364,487,0.11340959542474854,0.012861736334405145,0.010289389067524116,0.11294186472261851,0.9809873844265281,0.9871382636655949,0.21924620474020848,0.2400405321509831,0.14088541399041776,0.8451542547285166,0.37362637362637363,0.09340659340659341,0.8399767393171609,0.16238151291741543,0.728021978021978,0.6216286131651698,0.9633957440648274,0.16421687976837954
19,6,9.420558925558966,10.718159077494049,0.05925057633886024,models/zone_3/trial_022.pkl,1561,364,487,0.0,0.0,0.0,0.0,1.0,1.0,0.19162378237415062,0.1941760162092773,0.16753369959170175,0.8941199860480412,0.3708791208791209,0.18406593406593408,0.8749687316510143,0.06251161638064562,0.7582417582417582,0.727465453068753,0.8198879577283446,0.34090502847475856
27,4,1.1088229239151677,38.85156336260998,0.08504429458497076,models/zone_3/trial_023.pkl,1553,364,487,0.08790324248078053,0.0077269800386349004,0.0077269800386349004,0.08756297058755737,0.9885858760321771,0.9922730199613651,0.2199032860546329,0.23176734466442817,0.16414102948837575,0.8548504142651103,0.36813186813186816,0.12637362637362637,0.8454578270537271,0.14305185552320188,0.739010989010989,0.6681228225629359,0.8955223207614381,0.20244204508254982
26,3,7.9826494443420986,28.73069521299848,0.004202806107592999,models/zone_3/trial_024.pkl,1554,364,487,0.0,0.0,0.0,0.0,1.0,1.0,0.053224108767247355,0.05322410876724736,0.05322410876724736,0.993108119120842,0.36538461538461536,0.36538461538461536,0.9234488719490501,-0.15655783408710722,0.8021978021978022,0.8209916133001387,0.8209916133001387,0.8209916133001387
24,6,6.649061272804824,4.378880089462385,0.06478957108027483,models/zone_3/trial_025.pkl,1556,364,487,0.04390923098339003,0.0019280205655526992,0.0019280205655526992,0.043866881610749406,0.9971483081366687,0.9980719794344473,0.19931315991270224,0.20298124629974507,0.17357560406491182,0.8754904433993078,0.36538461538461536,0.16758241758241757,0.8593018385880185,0.10117093116907261,0.7554945054945055,0.7185437277434709,0.832729261694863,0.3105567358724643
7,6,8.241076089091575,6.171404661555931,0.09608267796473641,models/zone_3/trial_026.pkl,1573,364,487,0.07131495823206692,0.0050858232676414495,0.0050858232676414495,0.07113337943140172,0.9924077881710154,0.9949141767323586,0.23858459685699865,0.2411297227158362,0.21073464676436768,0.9063269671749657,0.36538461538461536,0.22252747252747251,0.8785841424696365,0.036738739855027625,0.7692307692307693,0.7269780465055542,0.7756832082257906,0.41947162949355415
27,6,7.102355572690161,22.338870105376174,0.07340615087093785,models/zone_3/trial_027.pkl,1553,364,487,0.05075096070891959,0.0025756600128783,0.0025756600128783,0.05068555995918719,0.9961952920107257,0.9974243399871217,0.2105579986787411,0.21537488412629563,0.17810237574603832,0.8786227984624699,0.3708791208791209,0.16758241758241757,0.8624929885484602,0.09472771203766817,0.75,0.7113429248189508,0.8348622479491032,0.29759652252497826
