fire_lag,climate_lag,constant_value,length_scale,alpha,model_file,train_size,val_size,test_size,train_rmse,train_mae,train_mean_residual,train_std_residual,train_r2,train_exact_match_percentage,train_mean_prediction_std,train_max_prediction_std,train_min_prediction_std,val_rmse,val_mae,val_mean_residual,val_std_residual,val_r2,val_exact_match_percentage,val_mean_prediction_std,val_max_prediction_std,val_min_prediction_std
12,6,1.7780672779270748,14.17702921297723,0.026913839035206145,models/zone_7/trial_001.pkl,1568,364,487,0.0,0.0,0.0,0.0,1.0,1.0,0.1806130021253008,0.18170203985305883,0.1724973584528343,1.0956958750262094,0.5192307692307693,0.16758241758241757,1.0828044993749717,0.17258957180308776,0.6840659340659341,0.9515437424878131,1.0589776416334973,0.5115809958318354
11,3,1.7553532675154133,14.522131708517776,0.030045250166764167,models/zone_7/trial_002.pkl,1569,364,487,0.02524576458934144,0.0006373486297004461,0.0006373486297004461,0.025237718130303798,0.9994954786007683,0.9993626513702996,0.18914220113151337,0.1919361614053644,0.168020488015621,1.0456608405245906,0.532967032967033,0.13186813186813187,1.0373125802785785,0.2464316923973202,0.6510989010989011,0.9047444218619339,1.1193958517780727,0.3606840341413158
9,5,2.5918274041101386,13.082913349003142,0.06254086540811257,models/zone_7/trial_003.pkl,1571,364,487,0.07136033842007139,0.005092297899427116,0.002546148949713558,0.07131490044130322,0.995964803117196,0.9949077021005729,0.26647517430039147,0.2714212916306594,0.23295416628006357,1.0664720518431963,0.5274725274725275,0.13736263736263737,1.0575888346703637,0.21613748907660946,0.6648351648351648,0.9113659134462404,1.0518561399426998,0.4556806918698676
26,7,2.035927426314579,6.241646011464198,0.03053533377555057,models/zone_7/trial_004.pkl,1554,364,487,0.0,0.0,0.0,0.0,1.0,1.0,0.19221307541742744,0.19388236352540358,0.17788173583957204,1.060012440316798,0.5302197802197802,0.12362637362637363,1.0527786535499124,0.22560442761433153,0.6620879120879121,0.9350104473058122,1.0665505418851289,0.573765606676817
19,5,8.431972528546323,19.614607851205363,0.08623361122549487,models/zone_7/trial_005.pkl,1561,364,487,0.11598670095405886,0.013452914798206279,0.009609224855861628,0.11558796475358395,0.9893945570308254,0.9865470852017937,0.3028999678162479,0.315451612660807,0.23559012063943766,1.0041124231089655,0.5082417582417582,0.09615384615384616,0.9994979720397541,0.3051267113311973,0.6648351648351648,0.8441437640284006,1.0497950325582348,0.36082856891763626
21,5,4.363100587377005,41.353226766853886,0.06513858215082523,models/zone_7/trial_006.pkl,1559,364,487,0.07597980893803578,0.005772931366260423,0.003207184092366902,0.07591208952767729,0.995453703007665,0.9942270686337396,0.2694239343629412,0.2776383905405268,0.2191121868522461,1.0163498575623617,0.5164835164835165,0.09340659340659341,1.0120485370154975,0.2880862219632975,0.6593406593406593,0.8630776784688288,1.0641273127937758,0.36644104170746034
26,4,3.074309318323322,30.557352151100837,0.06955970032263595,models/zone_7/trial_007.pkl,1554,364,487,0.10459211700463347,0.010939510939510939,0.0032175032175032173,0.10454261625077255,0.9914072938797867,0.989060489060489,0.2737001959869501,0.2876694084765507,0.20295670670044594,0.9847741973570489,0.5192307692307693,0.06318681318681318,0.9827449549193903,0.33163413923681917,0.6565934065934066,0.8246361759504837,1.1236922708494137,0.2661484693743408
22,5,1.8586089860594925,20.513739544656396,0.0319818527155792,models/zone_7/trial_008.pkl,1558,364,487,0.0,0.0,0.0,0.0,1.0,1.0,0.1954208056422072,0.19821011387709922,0.17430478028012383,1.0149974286764376,0.5082417582417582,0.10714285714285714,1.0093266014442726,0.2899796096708419,0.6703296703296703,0.8953599555989902,1.0895413212074057,0.3787954764724938
30,6,9.680854546287692,39.31674411057525,0.03265603512054626,models/zone_7/trial_009.pkl,1550,364,487,0.0,0.0,0.0,0.0,1.0,1.0,0.19801645547570873,0.20050310534246987,0.1797030745402205,1.0690449676496976,0.5274725274725275,0.1043956043956044,1.0639354776677106,0.21235071366152058,0.6730769230769231,0.9028341641281,1.0710820398673038,0.4466455296904529
15,6,3.7136538202128517,46.67129047683384,0.020060024866189657,models/zone_7/trial_010.pkl,1565,364,487,0.0,0.0,0.0,0.0,1.0,1.0,0.15774776499108029,0.15774776499108026,0.15774776499108026,1.3526530706985918,0.6153846153846154,0.6153846153846154,1.2045630348048453,-0.2609962132245849,0.7087912087912088,1.1137750509444828,1.1137750509444828,1.1137750509444828
24,4,6.848955067987868,27.95485869287617,0.09530516068748097,models/zone_7/trial_011.pkl,1556,364,487,0.16815955209692843,0.028277634961439587,0.008997429305912597,0.1679186744448773,0.9777655089991492,0.9717223650385605,0.3103368853589056,0.3319171866521273,0.21301379941239762,0.9833783437888832,0.521978021978022,0.06043956043956044,0.9815192441143678,0.3335275269443636,0.6538461538461539,0.8016704306916642,1.099829924965538,0.2658330037713953
