fire_lag,climate_lag,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,model_file,train_size,val_size,test_size,train_rmse,train_mae,train_mean_residual,train_std_residual,train_r2,train_exact_match_percentage,val_rmse,val_mae,val_mean_residual,val_std_residual,val_r2,val_exact_match_percentage
28,5,100,5,0.1247778955694638,0.9343380445919942,0.8599994159597525,1,0.0,1,models/regional/trial_033.json,1552,364,487,0.5947580313539157,0.31378865242004395,0.030283505154639175,0.5939865509568468,0.9893133044242859,0.7055412371134021,2.7325872189910627,1.6593406200408936,0.37362637362637363,2.7069237706229874,0.8183051943778992,0.3626373626373626
21,7,300,3,0.03124560911889357,0.8426308624534081,0.8530400829500803,1,0.0,1,models/regional/trial_034.json,1559,364,487,1.3622322746911653,0.8576010465621948,0.013470173187940988,1.3621656544920577,0.9437463879585266,0.45285439384220655,2.5959604794472604,1.6071428060531616,0.3489010989010989,2.5724072407370873,0.8360201120376587,0.3516483516483517
18,5,100,5,0.251786036845544,0.9407079850174742,0.92233555314519,5,1.0,1,models/regional/trial_035.json,1562,364,487,0.9269061115622711,0.5723431706428528,0.023047375160051217,0.9266195271392119,0.9739163517951965,0.5435339308578745,2.630651928851528,1.6126374006271362,0.38186813186813184,2.602788197336313,0.8316080570220947,0.33791208791208793
28,7,200,7,0.04004008555628134,0.9756253929947184,0.8528931842974256,0,1.0,10,models/regional/trial_036.json,1552,364,487,0.5538059536583909,0.23840206861495972,0.05025773195876289,0.5515207986161503,0.990734338760376,0.7873711340206185,2.8015890619111268,1.667582392692566,0.5412087912087912,2.748816862437259,0.8090132474899292,0.38186813186813184
11,5,200,7,0.07108259989401348,0.8685760575586517,0.9374994257602661,1,1.0,5,models/regional/trial_037.json,1569,364,487,0.5467325842568759,0.24920330941677094,0.03760356915232632,0.545437878146096,0.9908939599990845,0.7711918419375399,2.8337642865521264,1.6785714626312256,0.5467032967032966,2.780527878945566,0.8046011924743652,0.3626373626373626
15,3,100,7,0.13283697404348063,0.8553360447944504,0.8007091378175565,0,1.0,5,models/regional/trial_038.json,1565,364,487,0.29587148159612037,0.08242811262607574,0.027476038338658148,0.2945929452981673,0.997338056564331,0.9201277955271565,2.841509428922551,1.7609890699386597,0.4532967032967033,2.8051199480514493,0.8035316467285156,0.2967032967032967
12,6,300,7,0.134029206504397,0.8019339399216681,0.8150487720147535,5,0.0,10,models/regional/trial_039.json,1568,364,487,0.8443993083354696,0.49362245202064514,0.03316326530612245,0.8437478307621705,0.9782885313034058,0.5931122448979592,3.036861456169393,1.8104395866394043,0.7060439560439561,2.953646797547275,0.775588870048523,0.33791208791208793
8,5,300,7,0.05294719781456997,0.8254891038564278,0.8616516699860268,0,0.1,1,models/regional/trial_040.json,1572,364,487,0.02522166365637255,0.0006361323175951838,0.0006361323155216285,0.025213640181433093,0.9999805688858032,0.9993638676844784,2.6941124054950607,1.6593406200408936,0.3626373626373626,2.6695947073406434,0.8233857154846191,0.3543956043956044
28,4,300,3,0.11256680403823931,0.9119767038287739,0.9749425447082183,5,1.0,1,models/regional/trial_041.json,1552,364,487,1.0655089015866321,0.6752577424049377,0.003865979381443299,1.065501915790834,0.9657014608383179,0.4993556701030928,2.5602626802860344,1.6208791732788086,0.3131868131868132,2.541035040095068,0.8404989838600159,0.3241758241758242
14,4,100,5,0.01718804495047473,0.9473128943510164,0.8664370935892858,1,1.0,10,models/regional/trial_042.json,1566,364,487,2.290660729851688,1.4297573566436768,0.06449553001277139,2.289752555056983,0.8403761386871338,0.17113665389527458,3.1500915271843564,2.049450635910034,0.6813186813186813,3.0755295117366535,0.7585424184799194,0.17307692307692307
14,5,100,7,0.04134773165685756,0.974433356581218,0.9717186502675563,0,0.0,5,models/regional/trial_043.json,1566,364,487,0.8030910766799318,0.40868455171585083,0.10217113665389528,0.7965653513444864,0.9803797006607056,0.6647509578544061,2.959896820692902,1.7939560413360596,0.6456043956043956,2.8886301208990557,0.7868194580078125,0.3434065934065934
18,5,100,3,0.01686268606342094,0.8386259576655417,0.8656523902395413,0,0.1,5,models/regional/trial_044.json,1562,364,487,2.5114334917415517,1.582586407661438,0.05121638924455826,2.510911232389568,0.808512806892395,0.16517285531370038,3.098652663769929,2.057692289352417,0.6291208791208791,3.034115236951709,0.7663637399673462,0.1813186813186813
27,7,200,7,0.29453340928749544,0.9072431464957444,0.9878474280649432,0,0.1,1,models/regional/trial_045.json,1553,364,487,0.0,0.0,0.0,0.0,1.0,1.0,2.805998259469741,1.7637362480163574,0.22527472527472528,2.796940770159206,0.8084115982055664,0.34615384615384615
25,5,100,3,0.18300566394644593,0.86913742233596,0.9572856356407364,1,1.0,10,models/regional/trial_046.json,1555,364,487,1.1908007474533673,0.7247588634490967,0.00964630225080386,1.1907616804890278,0.9570875763893127,0.5073954983922829,2.48843474341382,1.5604395866394043,0.3076923076923077,2.469338602965311,0.8493229746818542,0.32967032967032966
10,6,300,3,0.08386952678018875,0.9417570567668341,0.800338255643726,5,1.0,10,models/regional/trial_047.json,1570,364,487,1.2327794736589117,0.759235680103302,0.008917197452229299,1.232747219230096,0.9536836743354797,0.4834394904458599,2.5147914097705524,1.5274724960327148,0.3516483516483517,2.490084187524354,0.8461142778396606,0.36538461538461536
30,4,200,5,0.030292405226629952,0.9328475369822544,0.8660400072085193,1,1.0,1,models/regional/trial_048.json,1550,364,487,0.8893636840293432,0.5174193382263184,0.04645161290322581,0.888149756287853,0.9761273860931396,0.587741935483871,2.5848247058394915,1.5989011526107788,0.31868131868131866,2.5651044615068246,0.8374239206314087,0.34615384615384615
30,5,300,5,0.2033989421906616,0.86523658097148,0.9394416828388799,5,0.0,1,models/regional/trial_049.json,1550,364,487,0.8159696515811622,0.49419355392456055,0.03354838709677419,0.8152796804386261,0.9799049496650696,0.5812903225806452,2.8074665380778376,1.6895604133605957,0.3324175824175824,2.787717109530266,0.8082110285758972,0.3598901098901099
20,6,300,7,0.27181360826244894,0.9231029831902762,0.8601899749131131,5,0.0,5,models/regional/trial_050.json,1560,364,487,0.8168890223799045,0.4801281988620758,0.0391025641025641,0.8159526222693921,0.9797623753547668,0.5916666666666667,2.800608269152631,1.7390109300613403,0.41483516483516486,2.76971449420744,0.8091468811035156,0.3269230769230769
16,4,200,7,0.18593185543913116,0.8644498459473077,0.8883572033675906,5,0.0,10,models/regional/trial_051.json,1564,364,487,0.8663944707952064,0.5063938498497009,0.030690537084398978,0.8658507245032075,0.9771841168403625,0.5837595907928389,2.7290661528814173,1.7060439586639404,0.5137362637362637,2.68027559200999,0.8187731504440308,0.3269230769230769
22,4,300,3,0.09229805744797795,0.9327707672609997,0.9238521610724751,0,0.0,10,models/regional/trial_052.json,1558,364,487,0.9720087615567992,0.5879332423210144,0.007702182284980745,0.971978242218254,0.9713712334632874,0.5455712451861361,2.5147914097705524,1.5659340620040894,0.24725274725274726,2.502607021318328,0.8461142778396606,0.3489010989010989
16,4,100,3,0.01708336244077964,0.8489685088156701,0.895027268843761,0,0.1,5,models/regional/trial_053.json,1564,364,487,2.5007671132949874,1.5837595462799072,0.05690537084398977,2.5001196163193184,0.809912919998169,0.1649616368286445,3.0643286403173438,2.0439560413360596,0.6373626373626373,2.9973119221402427,0.7715110778808594,0.17307692307692307
27,7,100,7,0.21194273264224642,0.8988754338020875,0.8487968879156877,5,1.0,1,models/regional/trial_054.json,1553,364,487,0.7612644112135841,0.4533161520957947,0.0489375402446877,0.7596898183156182,0.9824808835983276,0.6039922730199614,2.820158978032436,1.75,0.40934065934065933,2.790293340834841,0.8064729571342468,0.3434065934065934
10,6,100,3,0.24319185829021148,0.9391823552816476,0.8929099769148504,5,0.0,1,models/regional/trial_055.json,1570,364,487,1.1213049606580932,0.7070063948631287,0.008917197452229299,1.1212695145922453,0.9616813063621521,0.48853503184713376,2.598076211353316,1.6456043720245361,0.20054945054945056,2.5903242881701734,0.8357527256011963,0.32967032967032966
21,4,200,7,0.1640282468981207,0.9117850580743735,0.8634595914930696,1,1.0,10,models/regional/trial_056.json,1559,364,487,0.5758670323729246,0.2726106345653534,0.030147530468248876,0.5750773526730153,0.9899470806121826,0.7530468248877485,2.658182495844365,1.6758241653442383,0.3626373626373626,2.6333302506813467,0.8280650973320007,0.3324175824175824
23,6,300,5,0.270190349937646,0.948731088431917,0.8949348873646107,1,0.0,10,models/regional/trial_057.json,1557,364,487,0.5230708190132441,0.2402055263519287,0.02697495183044316,0.5223748030154048,0.9917129874229431,0.7758509955041747,2.737107660753887,1.7005494832992554,0.40384615384615385,2.7071509979648183,0.8177035450935364,0.3021978021978022
15,7,200,7,0.07938130050624352,0.8879745186529806,0.9427089725222113,0,0.1,5,models/regional/trial_058.json,1565,364,487,0.10724549986161287,0.011501597240567207,0.008945686900958467,0.1068717555295106,0.999650239944458,0.9884984025559106,2.9825499381579443,1.802197813987732,0.4945054945054945,2.9412699147661154,0.7835438251495361,0.34615384615384615
17,7,100,3,0.05374089082379511,0.8766070584862676,0.8305610533154296,0,0.0,5,models/regional/trial_059.json,1563,364,487,1.6986690640624738,1.0377479791641235,0.046065259117082535,1.6980443573049806,0.9123421311378479,0.42034548944337813,2.4707074674183676,1.5439560413360596,0.3241758241758242,2.449348002921498,0.8514621257781982,0.32142857142857145
20,5,300,5,0.13057452788991522,0.8413668779028821,0.8840287035546851,5,1.0,1,models/regional/trial_060.json,1560,364,487,0.877788596012822,0.535897433757782,0.03333333333333333,0.8771554647847265,0.9766324162483215,0.5615384615384615,2.6895197885710442,1.6620879173278809,0.47527472527472525,2.6471929319623677,0.8239873647689819,0.32967032967032966
25,6,200,3,0.2833950806558881,0.8597225304744767,0.8779973296127438,1,1.0,10,models/regional/trial_061.json,1555,364,487,0.6206520717359781,0.3299035429954529,0.012218649517684888,0.62053179436625,0.9883425831794739,0.6958199356913183,2.69767909433882,1.7280219793319702,0.3598901098901099,2.6735653416881013,0.8229177594184875,0.3159340659340659
30,7,300,3,0.15158654848957265,0.8545870623526514,0.8971283987597001,1,0.1,10,models/regional/trial_062.json,1550,364,487,0.654512876469925,0.34838709235191345,0.01806451612903226,0.6542635325549007,0.987070620059967,0.6858064516129032,2.5970185608551253,1.6510988473892212,0.3434065934065934,2.5742139394600394,0.8358864188194275,0.3131868131868132
28,6,300,3,0.253746642288142,0.9839083241337951,0.9961443955037846,5,0.0,5,models/regional/trial_063.json,1552,364,487,1.1110967787507005,0.6752577424049377,0.014175257731958763,1.1110063656624383,0.9627037048339844,0.5193298969072165,2.692582403567252,1.667582392692566,0.3159340659340659,2.6739831087690833,0.8235862255096436,0.34065934065934067
25,7,300,3,0.034344764026980064,0.885722553932219,0.973370271119026,0,0.0,5,models/regional/trial_064.json,1555,364,487,1.3949841103281184,0.854019284248352,0.03215434083601286,1.394613496909054,0.9411097168922424,0.46688102893890676,2.520792611373828,1.552197813987732,0.3543956043956044,2.4957562701475235,0.8453789353370667,0.34615384615384615
19,5,100,5,0.10478528341557947,0.9522459415788054,0.8758252431128273,1,0.1,1,models/regional/trial_065.json,1561,364,487,0.6240944739848445,0.32927611470222473,0.03843689942344651,0.6229097197189197,0.9881826639175415,0.7001921844971173,2.7270521363722016,1.673076868057251,0.3269230769230769,2.7073851755131435,0.8190405368804932,0.3516483516483517
22,3,300,7,0.025104826390544087,0.9903839384763842,0.8448444331439496,0,1.0,1,models/regional/trial_066.json,1558,364,487,0.3774789690323547,0.13735558092594147,0.03979460847240052,0.37537549388402025,0.9956823587417603,0.865211810012837,2.710378891615433,1.6208791732788086,0.3626373626373626,2.6860096778256897,0.8212465047836304,0.3626373626373626
7,4,100,3,0.19018734040998578,0.8477089883777812,0.8947122121892256,0,1.0,1,models/regional/trial_067.json,1573,364,487,1.121086093996071,0.6961220502853394,0.01080737444373808,1.121034020747598,0.9616431593894958,0.501589319771138,2.7665585596342432,1.7142857313156128,0.36813186813186816,2.741956433189976,0.813759446144104,0.3434065934065934
21,5,200,3,0.18570888084249026,0.9927469488202417,0.9436714457192017,0,0.1,1,models/regional/trial_068.json,1559,364,487,0.7300917524654881,0.4162924885749817,0.010904425914047467,0.7300103353014011,0.9838414192199707,0.6350224502886466,2.659732286275399,1.6950548887252808,0.20054945054945056,2.6521605799913655,0.8278645277023315,0.3021978021978022
25,3,200,7,0.20643071318661854,0.9916345676411792,0.8793308883033255,5,0.0,1,models/regional/trial_069.json,1555,364,487,0.768763163694242,0.44951769709587097,0.043086816720257236,0.767554760776605,0.9821149706840515,0.6135048231511254,2.8708462770684218,1.7362637519836426,0.41208791208791207,2.841116293724927,0.799453854560852,0.3489010989010989
25,4,100,7,0.23401945663585497,0.9700586478177593,0.9200823229633688,0,1.0,1,models/regional/trial_070.json,1555,364,487,0.0,0.0,0.0,0.0,1.0,1.0,2.8708462770684218,1.7362637519836426,0.2692307692307692,2.858194016272802,0.799453854560852,0.3324175824175824
18,7,200,7,0.11746555410323628,0.9011921579354156,0.8682462349722566,1,0.1,1,models/regional/trial_071.json,1562,364,487,0.4397065682197586,0.1843789964914322,0.03585147247119078,0.4382425599138619,0.9941301941871643,0.8201024327784892,2.681335565228753,1.6620879173278809,0.2774725274725275,2.666940088576878,0.8250569105148315,0.3543956043956044
20,5,300,5,0.21511950667476232,0.8870974290015354,0.9467590608026784,5,0.1,10,models/regional/trial_072.json,1560,364,487,0.9216067360253497,0.5570513010025024,0.022435897435897436,0.9213336012895764,0.9742412567138672,0.5551282051282052,2.656114642116456,1.6538461446762085,0.4725274725274725,2.613744984242314,0.8283324837684631,0.3489010989010989
24,6,200,5,0.24946303354201912,0.9184949238127403,0.8644609165962237,0,0.0,5,models/regional/trial_073.json,1556,364,487,0.0,0.0,0.0,0.0,1.0,1.0,2.561871707464644,1.5686813592910767,0.3708791208791209,2.5348837233456574,0.8402984142303467,0.3598901098901099
21,4,200,7,0.186996194226851,0.8757978608256528,0.805739999554018,1,0.0,5,models/regional/trial_074.json,1559,364,487,0.47246164461408596,0.2014111578464508,0.03207184092366902,0.471371838200484,0.9932332634925842,0.809493264913406,2.7476263205704403,1.7417582273483276,0.35714285714285715,2.7243163415878096,0.8162997364997864,0.2967032967032967
13,5,200,5,0.09110096153089992,0.9192310015874858,0.976021469051046,5,0.0,10,models/regional/trial_075.json,1567,364,487,1.0057270444468638,0.6043394804000854,0.03509891512444161,1.0051144133053596,0.9692128896713257,0.5405232929164008,2.7853620327423116,1.6813186407089233,0.5439560439560439,2.731730876291705,0.8112192153930664,0.3516483516483517
13,3,100,7,0.12786415615445057,0.9110352423163722,0.8480647872248431,1,1.0,10,models/regional/trial_076.json,1567,364,487,0.644549074793474,0.3248245120048523,0.023611997447351627,0.6441164461735942,0.9873549342155457,0.7115507338864071,2.745125525267487,1.640109896659851,0.5082417582417582,2.6976665103184296,0.816633939743042,0.34615384615384615
22,6,100,3,0.09532831858294422,0.8808802257355857,0.8486610327753514,5,1.0,5,models/regional/trial_077.json,1558,364,487,1.44074223635063,0.8831835389137268,0.01540436456996149,1.440659859701278,0.9371023178100586,0.4602053915275995,2.5316676042599813,1.557692289352417,0.30494505494505497,2.5132348025612763,0.8440419435501099,0.3516483516483517
22,7,300,5,0.13339610568451227,0.949187087342722,0.8661582594391861,5,0.1,5,models/regional/trial_078.json,1558,364,487,0.9418251720023784,0.5686777830123901,0.023106546854942234,0.941541686444484,0.9731216430664062,0.55198973042362,2.7210009672702244,1.667582392692566,0.4423076923076923,2.684810991330972,0.8198426961898804,0.3489010989010989
16,5,100,3,0.21917245608456018,0.8631095888011974,0.9485762127278208,5,0.0,1,models/regional/trial_079.json,1564,364,487,1.068617655272928,0.666240394115448,0.030690537084398978,1.0681768696937863,0.9652903079986572,0.5115089514066496,2.6930924712806297,1.6758241653442383,0.3901098901098901,2.664687885360254,0.8235194087028503,0.33516483516483514
13,6,200,7,0.18098020272862936,0.9520415790746165,0.9193581481024604,0,0.0,5,models/regional/trial_080.json,1567,364,487,0.0,0.0,0.0,0.0,1.0,1.0,2.955717049236358,1.7912087440490723,0.46703296703296704,2.918585949388525,0.7874211072921753,0.3241758241758242
14,5,100,5,0.014103026504258511,0.9068270178535327,0.8548622653566536,0,1.0,5,models/regional/trial_081.json,1566,364,487,2.42367526178677,1.5012770891189575,0.11174968071519796,2.421097642982402,0.8212997913360596,0.1641123882503193,3.455366968962595,2.203296661376953,0.8351648351648352,3.352918152544815,0.7094755172729492,0.17857142857142858
